class_name,component_class_name,diagram_id,edge_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,match_confidence,match_distance_px,match_status,match_warnings,net_id,net_implicit_reason,net_index,net_is_implicit_supply,relation_type,relative_position,snap_point,source,target,terminal_id,terminal_name
,,6,edge:6:component:22.2:terminal:22.2:t1,,22.2,,,,,,,,,,,HAS_TERMINAL,left,,component:6:22.2,terminal:6:22.2:t1,22.2:t1,t1
,,6,edge:6:component:22.2:terminal:22.2:t2,,22.2,,,,,,,,,,,HAS_TERMINAL,right,,component:6:22.2,terminal:6:22.2:t2,22.2:t2,t2
,,6,edge:6:component:19.1:terminal:19.1:in1,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:6:19.1,terminal:6:19.1:in1,19.1:in1,in1
,,6,edge:6:component:19.1:terminal:19.1:in2,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:6:19.1,terminal:6:19.1:in2,19.1:in2,in2
,,6,edge:6:component:19.1:terminal:19.1:out,,19.1,,,,,,,,,,,HAS_TERMINAL,right,,component:6:19.1,terminal:6:19.1:out,19.1:out,out
,,6,edge:6:component:19.1:terminal:19.1:aux1,,19.1,,,,,,,,,,,HAS_TERMINAL,top,,component:6:19.1,terminal:6:19.1:aux1,19.1:aux1,aux1
,,6,edge:6:component:19.1:terminal:19.1:aux2,,19.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:6:19.1,terminal:6:19.1:aux2,19.1:aux2,aux2
,,6,edge:6:component:26.1:terminal:26.1:t1,,26.1,,,,,,,,,,,HAS_TERMINAL,top,,component:6:26.1,terminal:6:26.1:t1,26.1:t1,t1
,,6,edge:6:component:26.2:terminal:26.2:t1,,26.2,,,,,,,,,,,HAS_TERMINAL,bottom,,component:6:26.2,terminal:6:26.2:t1,26.2:t1,t1
,,6,edge:6:component:26.3:terminal:26.3:t1,,26.3,,,,,,,,,,,HAS_TERMINAL,left,,component:6:26.3,terminal:6:26.3:t1,26.3:t1,t1
,Voltage_Source,6,edge:6:terminal:31.1:t1:net:N2,,,,False,ok,0.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[65, 631]",terminal:6:31.1:t1,net:6:N2,31.1:t1,
,Voltage_Source,6,edge:6:terminal:31.1:t2:net:N1,,,,False,ok,0.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[65, 784]",terminal:6:31.1:t2,net:6:N1,31.1:t2,
,GND,6,edge:6:terminal:9.1:t1:net:N1,,,,False,ok,0.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[65, 900]",terminal:6:9.1:t1,net:6:N1,9.1:t1,
,Resistor,6,edge:6:terminal:22.1:t1:net:N2,,,,False,ok,1.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[155, 476]",terminal:6:22.1:t1,net:6:N2,22.1:t1,
,Resistor,6,edge:6:terminal:22.1:t2:net:N4,,,,False,ok,1.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[232, 476]",terminal:6:22.1:t2,net:6:N4,22.1:t2,
,GND,6,edge:6:terminal:9.2:t1:net:N3,,,,False,ok,0.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[289, 898]",terminal:6:9.2:t1,net:6:N3,9.2:t1,
,Resistor,6,edge:6:terminal:22.2:t1:net:N4,,,,False,ok,0.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[555, 147]",terminal:6:22.2:t1,net:6:N4,22.2:t1,
,Resistor,6,edge:6:terminal:22.2:t2:net:N7,,,,False,ok,0.0,matched_preferred,[],N7,,7,False,CONNECTED_TO,,"[640, 147]",terminal:6:22.2:t2,net:6:N7,22.2:t2,
,Operational_Amplifier,6,edge:6:terminal:19.1:in1:net:N4,,,,False,ok,2.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[410, 476]",terminal:6:19.1:in1,net:6:N4,19.1:in1,
,Operational_Amplifier,6,edge:6:terminal:19.1:in2:net:N3,,,,False,ok,2.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[410, 679]",terminal:6:19.1:in2,net:6:N3,19.1:in2,
,Operational_Amplifier,6,edge:6:terminal:19.1:out:net:N7,,,,False,ok,2.0,matched_preferred,[],N7,,7,False,CONNECTED_TO,,"[829, 574]",terminal:6:19.1:out,net:6:N7,19.1:out,
,Operational_Amplifier,6,edge:6:terminal:19.1:aux1:net:N6,,,,False,ok,76.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[629, 371]",terminal:6:19.1:aux1,net:6:N6,19.1:aux1,
,Operational_Amplifier,6,edge:6:terminal:19.1:aux2:net:N5,,,,False,ok,115.004,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[624, 812]",terminal:6:19.1:aux2,net:6:N5,19.1:aux2,
,Terminal,6,edge:6:terminal:26.1:t1:net:N5,,,,False,ok,2.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[624, 856]",terminal:6:26.1:t1,net:6:N5,26.1:t1,
,Terminal,6,edge:6:terminal:26.2:t1:net:N6,,,,False,ok,1.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[628, 356]",terminal:6:26.2:t1,net:6:N6,26.2:t1,
,Terminal,6,edge:6:terminal:26.3:t1:net:N7,,,,False,ok,2.0,matched_preferred,[],N7,,7,False,CONNECTED_TO,,"[964, 574]",terminal:6:26.3:t1,net:6:N7,26.3:t1,
