bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,implicit_anchor_terminal_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_implicit_reason,matched_net_index,matched_net_is_implicit_supply,merged_source_labels,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_from_05_implicit_reason,preferred_from_05_is_implicit_supply,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,terminal_point_debug,terminal_point_mode,use_for_masking,use_for_terminals,x,y
,,,,,,18,NPN_Transistor,component:3:18.1,,,3,,left,,,,,,,18.1,,False,18.1:t2,ok,0.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:3:18.1:t2,Terminal,,,False,N2,2,top,directional,directional_primary,"[140, 665, 153, 689]",146,683,,,,18.1:t2,t2,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 126, ""scan_end"": 155, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 146, ""anchor_offset_ratio"": 0.8182, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 16, ""selected_run_end"": 25, ""selected_run_length"": 10, ""selected_run_score"": 56, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 126, ""scan_end"": 155, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 146, ""anchor_offset_ratio"": 0.8182, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 16, ""selected_run_end"": 25, ""selected_run_length"": 10, ""selected_run_score"": 56}, ""bottom"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 126, ""scan_end"": 155, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 146, ""anchor_offset_ratio"": 0.8182, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 16, ""selected_run_end"": 25, ""selected_run_length"": 10, ""selected_run_score"": 56}}}",three_terminal_structured,,,146.0,683.0
,,,,,,18,NPN_Transistor,component:3:18.1,,,3,,left,,,,,,,18.1,,False,18.1:t3,ok,0.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:3:18.1:t3,Terminal,,,False,N3,3,bottom,directional,directional_primary,"[140, 893, 153, 917]",146,898,,,,18.1:t3,t3,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 126, ""scan_end"": 155, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 146, ""anchor_offset_ratio"": 0.8182, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 16, ""selected_run_end"": 25, ""selected_run_length"": 10, ""selected_run_score"": 56, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 126, ""scan_end"": 155, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 146, ""anchor_offset_ratio"": 0.8182, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 16, ""selected_run_end"": 25, ""selected_run_length"": 10, ""selected_run_score"": 56}, ""bottom"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 126, ""scan_end"": 155, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 146, ""anchor_offset_ratio"": 0.8182, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 16, ""selected_run_end"": 25, ""selected_run_length"": 10, ""selected_run_score"": 56}}}",three_terminal_structured,,,146.0,898.0
,,,,,,22,Resistor,component:3:22.1,,,3,,vertical,,,,,,,22.1,,False,22.1:t1,ok,1.0,matched_preferred,[],N6,,6,False,,,,,,,,,,terminal:3:22.1:t1,Terminal,,,False,N6,6,top,directional,directional_primary,"[139, 84, 152, 108]",146,102,,,,22.1:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.4999}",bbox_side_center,,,145.29,102.32
,,,,,,22,Resistor,component:3:22.1,,,3,,vertical,,,,,,,22.1,,False,22.1:t2,ok,1.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:3:22.1:t2,Terminal,,,False,N4,4,bottom,directional,directional_primary,"[139, 235, 152, 259]",146,240,,,,22.1:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.4999}",bbox_side_center,,,145.29,240.23
,,,,,,22,Resistor,component:3:22.2,,,3,,vertical,,,,,,,22.2,,False,22.2:t1,ok,0.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:3:22.2:t1,Terminal,,,False,N4,4,top,directional,directional_primary,"[140, 409, 153, 433]",146,427,,,,22.2:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,145.58,427.37
,,,,,,22,Resistor,component:3:22.2,,,3,,vertical,,,,,,,22.2,,False,22.2:t2,ok,0.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:3:22.2:t2,Terminal,,,False,N2,2,bottom,directional,directional_primary,"[140, 567, 153, 591]",146,572,,,,22.2:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,145.58,571.96
,,,,,,9,GND,component:3:9.2,,,3,top,up,,,,,,,9.2,,False,9.2:t1,ok,1.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:3:9.2:t1,Terminal,,,False,N3,3,top,directional,directional_primary,"[141, 921, 154, 945]",146,939,,,,9.2:t1,t1,"{""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 127, ""scan_end"": 166, ""scan_margin"": 4, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 147, ""anchor_offset_ratio"": 0.5106, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 15, ""selected_run_end"": 24, ""selected_run_length"": 10, ""selected_run_score"": 56}",two_terminal_side_peak,,,147.0,939.0
,,,,,,22,Resistor,component:3:22.3,,,3,,vertical,,,,,,,22.3,,False,22.3:t1,ok,0.0,matched_preferred,[],N6,,6,False,,,,,,,,,,terminal:3:22.3:t1,Terminal,,,False,N6,6,top,directional,directional_primary,"[483, 85, 496, 109]",489,103,,,,22.3:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,488.58,102.94
,,,,,,22,Resistor,component:3:22.3,,,3,,vertical,,,,,,,22.3,,False,22.3:t2,ok,0.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:3:22.3:t2,Terminal,,,False,N4,4,bottom,directional,directional_primary,"[483, 233, 496, 257]",489,238,,,,22.3:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,488.58,238.05
,,,,,,9,GND,component:3:9.3,,,3,top,up,,,,,,,9.3,,False,9.3:t1,ok,0.0,matched_preferred,[],N5,,5,False,,,,,,,,,,terminal:3:9.3:t1,Terminal,,,False,N5,5,top,directional,directional_primary,"[483, 920, 496, 944]",489,938,,,,9.3:t1,t1,"{""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 471, ""scan_end"": 510, ""scan_margin"": 4, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 489, ""anchor_offset_ratio"": 0.4681, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 14, ""selected_run_end"": 23, ""selected_run_length"": 10, ""selected_run_score"": 56}",two_terminal_side_peak,,,489.0,938.0
,,,,,,18,NPN_Transistor,component:3:18.2,,,3,,right,,,,,,,18.2,,False,18.2:t1,ok,1.0,matched_preferred,[],N7,,7,False,,,,,,,,,,terminal:3:18.2:t1,Terminal,,,False,N7,7,right,directional,directional_primary,"[547, 780, 571, 793]",552,785,,,,18.2:t1,t1,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""y"", ""relative_position"": ""right"", ""scan_start"": 736, ""scan_end"": 841, ""scan_margin"": 17, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 786, ""anchor_offset_ratio"": 0.4882, ""max_score"": 112, ""keep_threshold"": 95, ""selected_run_start"": 46, ""selected_run_end"": 53, ""selected_run_length"": 8, ""selected_run_score"": 112, ""three_terminal_role"": ""single_side_terminal"", ""three_terminal_orientation"": ""right""}",three_terminal_structured,,,552.0,786.0
,,,,,,18,NPN_Transistor,component:3:18.2,,,3,,right,,,,,,,18.2,,False,18.2:t2,ok,1.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:3:18.2:t2,Terminal,,,False,N4,4,top,directional,directional_primary,"[484, 661, 497, 685]",489,679,,,,18.2:t2,t2,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 482, ""scan_end"": 512, ""scan_margin"": 6, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 490, ""anchor_offset_ratio"": 0.1594, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 3, ""selected_run_end"": 12, ""selected_run_length"": 10, ""selected_run_score"": 56, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""right"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 482, ""scan_end"": 512, ""scan_margin"": 6, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 490, ""anchor_offset_ratio"": 0.1594, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 3, ""selected_run_end"": 12, ""selected_run_length"": 10, ""selected_run_score"": 56}, ""bottom"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 482, ""scan_end"": 512, ""scan_margin"": 6, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 490, ""anchor_offset_ratio"": 0.1594, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 3, ""selected_run_end"": 12, ""selected_run_length"": 10, ""selected_run_score"": 56}}}",three_terminal_structured,,,490.0,679.0
,,,,,,18,NPN_Transistor,component:3:18.2,,,3,,right,,,,,,,18.2,,False,18.2:t3,ok,1.0,matched_preferred,[],N5,,5,False,,,,,,,,,,terminal:3:18.2:t3,Terminal,,,False,N5,5,bottom,directional,directional_primary,"[484, 893, 497, 917]",489,898,,,,18.2:t3,t3,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 482, ""scan_end"": 512, ""scan_margin"": 6, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 490, ""anchor_offset_ratio"": 0.1594, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 3, ""selected_run_end"": 12, ""selected_run_length"": 10, ""selected_run_score"": 56, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""right"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 482, ""scan_end"": 512, ""scan_margin"": 6, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 490, ""anchor_offset_ratio"": 0.1594, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 3, ""selected_run_end"": 12, ""selected_run_length"": 10, ""selected_run_score"": 56}, ""bottom"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 482, ""scan_end"": 512, ""scan_margin"": 6, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 490, ""anchor_offset_ratio"": 0.1594, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 3, ""selected_run_end"": 12, ""selected_run_length"": 10, ""selected_run_score"": 56}}}",three_terminal_structured,,,490.0,898.0
,,,,,,9,GND,component:3:9.4,,,3,top,up,,,,,,,9.4,,False,9.4:t1,ok,1.0,matched_preferred,[],N7,,7,False,,,,,,,,,,terminal:3:9.4:t1,Terminal,,,False,N7,7,top,directional,directional_primary,"[594, 922, 607, 946]",599,940,,,,9.4:t1,t1,"{""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 580, ""scan_end"": 619, ""scan_margin"": 4, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 600, ""anchor_offset_ratio"": 0.5106, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 15, ""selected_run_end"": 24, ""selected_run_length"": 10, ""selected_run_score"": 56}",two_terminal_side_peak,,,600.0,940.0
,,,,,,31,Voltage_Source,component:3:31.1,,,3,,horizontal,,,,,,,31.1,,False,31.1:t1,ok,1.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:3:31.1:t1,Terminal,,,False,N4,4,left,directional,directional_primary,"[543, 303, 572, 320]",565,310,,,,31.1:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,565.47,310.66
,,,,,,31,Voltage_Source,component:3:31.1,,,3,,horizontal,,,,,,,31.1,,False,31.1:t2,ok,1.0,matched_preferred,[],N8,,8,False,,,,,,,,,,terminal:3:31.1:t2,Terminal,,,False,N8,8,right,directional,directional_primary,"[694, 303, 723, 320]",700,310,,,,31.1:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,700.14,310.66
,,,,,,19,Operational_Amplifier,component:3:19.1,,,3,,right,,,,,,,19.1,,False,19.1:in1,ok,5.0,matched_preferred,[],N8,,8,False,,,,,,,,,,terminal:3:19.1:in1,Terminal,,,False,N8,8,left,directional,directional_primary,"[713, 309, 737, 322]",731,310,,,,19.1:in1,in1,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""left"", ""scan_axis"": ""y"", ""scan_start"": 301, ""scan_end"": 380, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 315, ""raw_scores_max"": 21.05, ""max_score"": 21.05, ""keep_threshold"": 19.366, ""selected_coord"": 315, ""selected_distance_to_center"": 26, ""kept_candidates"": 10, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""in1"", ""opamp_terminal_role"": ""input"", ""opamp_slot"": ""upper""}",opamp_structured,,,731.0,315.0
,,,,,,19,Operational_Amplifier,component:3:19.1,,,3,,right,,,,,,,19.1,,False,19.1:in2,ok,3.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:3:19.1:in2,Terminal,,,False,N4,4,left,directional,directional_primary,"[713, 502, 737, 515]",731,511,,,,19.1:in2,in2,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""left"", ""scan_axis"": ""y"", ""scan_start"": 433, ""scan_end"": 512, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 508, ""raw_scores_max"": 21.05, ""max_score"": 21.05, ""keep_threshold"": 19.366, ""selected_coord"": 508, ""selected_distance_to_center"": 36, ""kept_candidates"": 5, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""in2"", ""opamp_terminal_role"": ""input"", ""opamp_slot"": ""lower""}",opamp_structured,,,731.0,508.0
,,,,,,19,Operational_Amplifier,component:3:19.1,,,3,,right,,,,,,,19.1,,False,19.1:out,ok,4.0,matched_preferred,[],N6,,6,False,,,,,,,,,,terminal:3:19.1:out,Terminal,,,False,N6,6,right,directional,directional_primary,"[923, 400, 947, 413]",928,410,,,,19.1:out,out,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""right"", ""scan_axis"": ""y"", ""scan_start"": 347, ""scan_end"": 466, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 406, ""raw_scores_max"": 21.8, ""max_score"": 21.8, ""keep_threshold"": 20.056, ""selected_coord"": 406, ""selected_distance_to_center"": 0, ""kept_candidates"": 10, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""out"", ""opamp_terminal_role"": ""output"", ""opamp_slot"": ""center""}",opamp_structured,,,928.0,406.0
,,,,,,9,GND,component:3:9.5,,,3,top,up,,,,,,,9.5,,False,9.5:t1,ok,0.0,matched_preferred,[],N9,,9,False,,,,,,,,,,terminal:3:9.5:t1,Terminal,,,False,N9,9,top,directional,directional_primary,"[967, 923, 980, 947]",973,941,,,,9.5:t1,t1,"{""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 955, ""scan_end"": 993, ""scan_margin"": 4, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 973, ""anchor_offset_ratio"": 0.4783, ""max_score"": 42, ""keep_threshold"": 36, ""selected_run_start"": 13, ""selected_run_end"": 23, ""selected_run_length"": 11, ""selected_run_score"": 42}",two_terminal_side_peak,,,973.0,941.0
35,102,785,957,,,,,,,"[""18.1:t1"", ""9.1:t1""]",3,,,,,,,,,,False,,N1,,,,,,,,,[21],,2,,,,,N1,1,net:3:N1,Net,237,,,,,,,,,,,,21,,,,,,,,,
145,147,555,699,,,,,,,"[""18.1:t2"", ""22.2:t2""]",3,,,,,,,,,,False,,N2,,,,,,,,,[15],,2,,,,,N2,2,net:3:N2,Net,145,,,,,,,,,,,,15,,,,,,,,,
146,147,881,955,,,,,,,"[""18.1:t3"", ""9.2:t1""]",3,,,,,,,,,,False,,N3,,,,,,,,,[26],,2,,,,,N3,3,net:3:N3,Net,75,,,,,,,,,,,,26,,,,,,,,,
144,746,221,696,,,,,,,"[""18.2:t2"", ""19.1:in2"", ""22.1:t2"", ""22.2:t1"", ""22.3:t2"", ""31.1:t1""]",3,,,,,,,,,,False,,N4,,,,,,,,,[9],,6,,,,,N4,4,net:3:N4,Net,1410,,,,,,,,,,,,9,,,,,,,,,
489,489,883,953,,,,,,,"[""18.2:t3"", ""9.3:t1""]",3,,,,,,,,,,False,,N5,,,,,,,,,[27],,2,,,,,N5,5,net:3:N5,Net,71,,,,,,,,,,,,27,,,,,,,,,
145,973,32,411,,,,,,,"[""19.1:out"", ""22.1:t1"", ""22.3:t1""]",3,,,,,,,,,,False,,N6,,,,,,,,,[1],,3,,,,,N6,6,net:3:N6,Net,1427,,,,,,,,,,,,1,,,,,,,,,
538,600,785,956,,,,,,,"[""18.2:t1"", ""9.4:t1""]",3,,,,,,,,,,False,,N7,,,,,,,,,[22],,2,,,,,N7,7,net:3:N7,Net,231,,,,,,,,,,,,22,,,,,,,,,
686,745,310,311,,,,,,,"[""19.1:in1"", ""31.1:t2""]",3,,,,,,,,,,False,,N8,,,,,,,,,[10],,2,,,,,N8,8,net:3:N8,Net,60,,,,,,,,,,,,10,,,,,,,,,
973,975,873,958,,,,,,,"[""9.5:t1""]",3,,,,,,,,,,False,,N9,,,,,,,,,[25],,1,,,,,N9,9,net:3:N9,Net,87,,,,,,,,,,,,25,,,,,,,,,
