bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,implicit_anchor_terminal_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_implicit_reason,matched_net_index,matched_net_is_implicit_supply,merged_source_labels,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_from_05_implicit_reason,preferred_from_05_is_implicit_supply,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,terminal_point_debug,terminal_point_mode,use_for_masking,use_for_terminals,x,y
,,,,,,19,Operational_Amplifier,component:4:19.1,,,4,,right,,,,,,,19.1,,False,19.1:in2,ok,5.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:4:19.1:in2,Terminal,,,False,N3,3,left,directional,directional_primary,"[377, 686, 401, 699]",395,697,,,,19.1:in2,in2,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""left"", ""scan_axis"": ""y"", ""scan_start"": 598, ""scan_end"": 724, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 692, ""raw_scores_max"": 21.05, ""max_score"": 21.05, ""keep_threshold"": 19.366, ""selected_coord"": 692, ""selected_distance_to_center"": 32, ""kept_candidates"": 12, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""in2"", ""opamp_terminal_role"": ""input"", ""opamp_slot"": ""lower""}",opamp_structured,,,395.0,692.0
,,,,,,19,Operational_Amplifier,component:4:19.1,,,4,,right,,,,,,,19.1,,False,19.1:out,ok,3.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:4:19.1:out,Terminal,,,False,N4,4,right,directional,directional_primary,"[650, 550, 674, 563]",655,559,,,,19.1:out,out,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""right"", ""scan_axis"": ""y"", ""scan_start"": 461, ""scan_end"": 650, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 556, ""raw_scores_max"": 21.8, ""max_score"": 21.8, ""keep_threshold"": 20.056, ""selected_coord"": 556, ""selected_distance_to_center"": 0, ""kept_candidates"": 15, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""out"", ""opamp_terminal_role"": ""output"", ""opamp_slot"": ""center""}",opamp_structured,,,655.0,556.0
,,,,,,4,Capacitor,component:4:4.3,,,4,,horizontal,,,,,,,4.3,,False,4.3:t1,ok,0.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:4:4.3:t1,Terminal,,,False,N2,2,left,directional,directional_primary,"[489, 203, 513, 216]",507,209,,,,4.3:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,507.15,208.86
,,,,,,4,Capacitor,component:4:4.3,,,4,,horizontal,,,,,,,4.3,,False,4.3:t2,ok,0.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:4:4.3:t2,Terminal,,,False,N4,4,right,directional,directional_primary,"[563, 203, 587, 216]",568,209,,,,4.3:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,568.04,208.86
,,,,,,4,Capacitor,component:4:4.4,,,4,,vertical,,,,,,,4.4,,False,4.4:t1,ok,0.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:4:4.4:t1,Terminal,,,False,N4,4,top,directional,directional_primary,"[748, 679, 761, 703]",754,697,,,,4.4:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,754.38,696.79
,,,,,,4,Capacitor,component:4:4.4,,,4,,vertical,,,,,,,4.4,,False,4.4:t2,ok,0.0,matched_preferred,[],N5,,5,False,,,,,,,,,,terminal:4:4.4:t2,Terminal,,,False,N5,5,bottom,directional,directional_primary,"[748, 793, 761, 817]",754,798,,,,4.4:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,754.38,798.47
,,,,,,9,GND,component:4:9.3,,,4,top,up,,,,,,,9.3,,False,9.3:t1,ok,1.0,matched_preferred,[],N5,,5,False,,,,,,,,,,terminal:4:9.3:t1,Terminal,,,False,N5,5,top,directional,directional_primary,"[749, 892, 762, 916]",754,910,,,,9.3:t1,t1,"{""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 729, ""scan_end"": 781, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 755, ""anchor_offset_ratio"": 0.5, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 21, ""selected_run_end"": 30, ""selected_run_length"": 10, ""selected_run_score"": 56}",two_terminal_side_peak,,,755.0,910.0
33,134,419,917,,,,,,,"[""4.1:t1"", ""9.1:t1""]",4,,,,,,,,,,False,,N1,,,,,,,,,[8],,2,,,,,N1,1,net:4:N1,Net,595,,,,,,,,,,,,8,,,,,,,,,
161,521,203,529,,,,,,,"[""19.1:in1"", ""4.1:t2"", ""4.2:t1"", ""4.3:t1""]",4,,,,,,,,,,False,,N2,,,,,,,,,[3],,4,,,,,N2,2,net:4:N2,Net,770,,,,,,,,,,,,3,,,,,,,,,
329,412,590,920,,,,,,,"[""19.1:in2"", ""4.2:t2"", ""9.2:t1""]",4,,,,,,,,,,False,,N3,,,,,,,,,[13],,3,,,,,N3,3,net:4:N3,Net,418,,,,,,,,,,,,13,,,,,,,,,
554,952,206,712,,,,,,,"[""19.1:out"", ""4.3:t2"", ""4.4:t1""]",4,,,,,,,,,,False,,N4,,,,,,,,,[4],,3,,,,,N4,4,net:4:N4,Net,1022,,,,,,,,,,,,4,,,,,,,,,
754,755,781,926,,,,,,,"[""4.4:t2"", ""9.3:t1""]",4,,,,,,,,,,False,,N5,,,,,,,,,[18],,2,,,,,N5,5,net:4:N5,Net,146,,,,,,,,,,,,18,,,,,,,,,
