Note: gnd in a subcircuit is not set to 0 automatically

Note: Compatibility modes selected: ps


Circuit: * pipeline2.0 netlist

Reducing trtol to 1 for xspice 'A' devices
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
 Reference value :  4.86393e-03
 Reference value :  1.09701e-01
 Reference value :  2.26157e-01
 Reference value :  3.29235e-01
 Reference value :  4.29414e-01
 Reference value :  5.24882e-01
 Reference value :  6.24946e-01
 Reference value :  7.23026e-01
 Reference value :  7.99750e-01
 Reference value :  8.10323e-01
 Reference value :  8.22225e-01
 Reference value :  8.33120e-01
 Reference value :  8.43194e-01
 Reference value :  8.53988e-01
 Reference value :  8.63487e-01
 Reference value :  8.73540e-01
 Reference value :  8.83592e-01
 Reference value :  8.93520e-01
 Reference value :  9.03536e-01
 Reference value :  9.12976e-01
 Reference value :  9.22952e-01
 Reference value :  9.32467e-01
 Reference value :  9.41940e-01
 Reference value :  9.50623e-01
 Reference value :  9.60588e-01
 Reference value :  9.70535e-01
 Reference value :  9.78628e-01
 Reference value :  9.88547e-01
 Reference value :  9.97337e-01
 Reference value :  1.00543e+00
 Reference value :  1.01473e+00
 Reference value :  1.02532e+00
 Reference value :  1.03418e+00
 Reference value :  1.04355e+00
 Reference value :  1.05415e+00
 Reference value :  1.06362e+00
 Reference value :  1.07291e+00
 Reference value :  1.08228e+00
 Reference value :  1.09216e+00
 Reference value :  1.10152e+00
 Reference value :  1.11016e+00
 Reference value :  1.11902e+00
 Reference value :  1.12842e+00
 Reference value :  1.13724e+00
 Reference value :  1.14610e+00
 Reference value :  1.15546e+00
 Reference value :  1.16481e+00
 Reference value :  1.17425e+00
 Reference value :  1.18411e+00
 Reference value :  1.19282e+00
 Reference value :  1.20166e+00
 Reference value :  1.21104e+00
 Reference value :  1.22059e+00
 Reference value :  1.22944e+00
 Reference value :  1.23938e+00
 Reference value :  1.24879e+00
 Reference value :  1.25872e+00
 Reference value :  1.26763e+00
 Reference value :  1.35416e+00
 Reference value :  1.44047e+00
 Reference value :  1.54089e+00
 Reference value :  1.63647e+00
 Reference value :  1.72188e+00
 Reference value :  1.78056e+00
 Reference value :  1.78904e+00
 Reference value :  1.79761e+00
 Reference value :  1.80628e+00
 Reference value :  1.81612e+00
 Reference value :  1.82550e+00
 Reference value :  1.83626e+00
 Reference value :  1.84565e+00
 Reference value :  1.85652e+00
 Reference value :  1.86787e+00
 Reference value :  1.87798e+00
 Reference value :  1.88605e+00
 Reference value :  1.89563e+00
 Reference value :  1.90636e+00
 Reference value :  1.91770e+00
 Reference value :  1.92846e+00
 Reference value :  1.93653e+00
 Reference value :  1.94662e+00
 Reference value :  1.95684e+00
 Reference value :  1.96486e+00
 Reference value :  1.97561e+00
 Reference value :  1.98249e+00
 Reference value :  1.99119e+00
 Reference value :  1.99726e+00

No. of Data Rows : 157149
Note: Simulation executed from .control section 
