bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_semantic_terminal_names,connected_terminal_display_ids,connected_terminal_ids,diagram_id,display_name,display_terminal_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,implicit_anchor_terminal_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_implicit_reason,matched_net_index,matched_net_is_implicit_supply,merged_source_labels,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_from_05_implicit_reason,preferred_from_05_is_implicit_supply,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,semantic_terminal_id,semantic_terminal_name,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,terminal_point_debug,terminal_point_mode,use_for_masking,use_for_terminals,x,y
,,,,,,16,Mosfet,component:1:16.2,,,,,1,D,16.2:D,,left,,,,,,,16.2,,False,16.2:D,ok,0.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:1:16.2:t2,Terminal,,,False,N4,4,top,directional,directional_primary,"[547, 259, 560, 283]",16.2:D,D,553,277,,,,16.2:t2,t2,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 517, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8291, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 32, ""selected_run_end"": 40, ""selected_run_length"": 9, ""selected_run_score"": 98, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 517, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8291, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 32, ""selected_run_end"": 40, ""selected_run_length"": 9, ""selected_run_score"": 98}, ""bottom"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 517, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8291, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 32, ""selected_run_end"": 40, ""selected_run_length"": 9, ""selected_run_score"": 98}}}",three_terminal_structured,,,553.0,277.0
,,,,,,16,Mosfet,component:1:16.2,,,,,1,S,16.2:S,,left,,,,,,,16.2,,False,16.2:S,ok,0.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:1:16.2:t3,Terminal,,,False,N3,3,bottom,directional,directional_primary,"[547, 397, 560, 421]",16.2:S,S,553,402,,,,16.2:t3,t3,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 517, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8291, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 32, ""selected_run_end"": 40, ""selected_run_length"": 9, ""selected_run_score"": 98, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 517, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8291, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 32, ""selected_run_end"": 40, ""selected_run_length"": 9, ""selected_run_score"": 98}, ""bottom"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 517, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8291, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 32, ""selected_run_end"": 40, ""selected_run_length"": 9, ""selected_run_score"": 98}}}",three_terminal_structured,,,553.0,402.0
,,,,,,16,Mosfet,component:1:16.3,,,,,1,G,16.3:G,,left,,,,,,,16.3,,False,16.3:G,ok,0.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:1:16.3:t1,Terminal,,,False,N3,3,left,directional,directional_primary,"[437, 740, 461, 753]",16.3:G,G,455,746,,,,16.3:t1,t1,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""y"", ""relative_position"": ""left"", ""scan_start"": 721, ""scan_end"": 776, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 746, ""anchor_offset_ratio"": 0.4775, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 21, ""selected_run_end"": 29, ""selected_run_length"": 9, ""selected_run_score"": 98, ""three_terminal_role"": ""single_side_terminal"", ""three_terminal_orientation"": ""left""}",three_terminal_structured,,,455.0,746.0
,,,,,,16,Mosfet,component:1:16.3,,,,,1,D,16.3:D,,left,,,,,,,16.3,,False,16.3:D,ok,0.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:1:16.3:t2,Terminal,,,False,N3,3,top,directional,directional_primary,"[547, 671, 560, 695]",16.3:D,D,553,689,,,,16.3:t2,t2,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 518, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8246, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 31, ""selected_run_end"": 39, ""selected_run_length"": 9, ""selected_run_score"": 98, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 518, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8246, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 31, ""selected_run_end"": 39, ""selected_run_length"": 9, ""selected_run_score"": 98}, ""bottom"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 518, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8246, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 31, ""selected_run_end"": 39, ""selected_run_length"": 9, ""selected_run_score"": 98}}}",three_terminal_structured,,,553.0,689.0
,,,,,,16,Mosfet,component:1:16.3,,,,,1,S,16.3:S,,left,,,,,,,16.3,,False,16.3:S,ok,0.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:1:16.3:t3,Terminal,,,False,N2,2,bottom,directional,directional_primary,"[547, 803, 560, 827]",16.3:S,S,553,808,,,,16.3:t3,t3,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 518, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8246, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 31, ""selected_run_end"": 39, ""selected_run_length"": 9, ""selected_run_score"": 98, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 518, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8246, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 31, ""selected_run_end"": 39, ""selected_run_length"": 9, ""selected_run_score"": 98}, ""bottom"": {""local_score"": 122.5, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 518, ""scan_end"": 568, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 553, ""anchor_offset_ratio"": 0.8246, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 31, ""selected_run_end"": 39, ""selected_run_length"": 9, ""selected_run_score"": 98}}}",three_terminal_structured,,,553.0,808.0
112,467,42,514,,,,,,,"[""D"", ""G""]","[""16.1:D"", ""16.2:G""]","[""16.1:t2"", ""16.2:t1""]",1,,,,,,,,,,,,False,,N1,,,,,,,,,[1],,2,,,,,N1,1,net:1:N1,Net,827,,,,,,,,,,,,,,1,,,,,,,,,
40,658,608,976,,,,,,,"[""S"", ""S""]","[""16.1:S"", ""16.3:S"", ""9.1:t1""]","[""16.1:t3"", ""16.3:t3"", ""9.1:t1""]",1,,,,,,,,,,,,False,,N2,,,,,,,,,[31],,3,,,,,N2,2,net:1:N2,Net,1117,,,,,,,,,,,,,,31,,,,,,,,,
203,553,389,746,,,,,,,"[""G"", ""S"", ""G"", ""D""]","[""16.1:G"", ""16.2:S"", ""16.3:G"", ""16.3:D""]","[""16.1:t1"", ""16.2:t3"", ""16.3:t1"", ""16.3:t2""]",1,,,,,,,,,,,,False,,N3,,,,,,,,,[11],,4,,,,,N3,3,net:1:N3,Net,993,,,,,,,,,,,,,,11,,,,,,,,,
553,554,46,291,,,,,,,"[""D""]","[""16.2:D""]","[""16.2:t2""]",1,,,,,,,,,,,,False,,N4,,,,,,,,,[2],,1,,,,,N4,4,net:1:N4,Net,246,,,,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,,,2,,,,,1024,2.jpg,C:\Users\m.profilo\Desktop\tesi_diagrams_yolo\data\batch_v7_npn_transistor_mosfet\2.jpg,1024,,,,,,2,,,,,,,,,,14,,27,11,,29,,,diagram:2,Diagram,,,,,,,,,,,,,,06_match_terminals_to_nets,,,,,,,,,,
169.99,207.86,500.34,553.3,26,Terminal,,,,0.7544,,,,2,,,,right,,,,,,,26.1,,,26.1,,,,,,,,,,,,,,1,,,,component:2:26.1,Component,,,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
171.1,207.32,695.16,745.23,26,Terminal,,,,0.7858,,,,2,,,,right,,,,,,,26.2,,,26.2,,,,,,,,,,,,,,1,,,,component:2:26.2,Component,,,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
271.66,359.51,787.6,913.37,16,Mosfet,,,,0.8661,,,,2,,,,left,,,,,,,16.1,,,16.1,,,,,,,,,,,,,,3,,,,component:2:16.1,Component,,,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
271.42,359.79,470.67,591.58,16,Mosfet,,,,0.8785,,,,2,,,,left,,,,,,,16.2,,,16.2,,,,,,,,,,,,,,3,,,,component:2:16.2,Component,,,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
310.74,382.01,963.71,1022.17,9,GND,,,,0.8162,,,,2,,,top,up,,,,,,,9.1,,,9.1,,,,,,,,,,,,,,1,,,,component:2:9.1,Component,,,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
333.38,426.26,217.63,336.25,16,Mosfet,,,,0.8756,,,,2,,,,right,,,,,,,16.3,,,16.3,,,,,,,,,,,,,,3,,,,component:2:16.3,Component,,,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
437.13,555.7,621.57,697.08,22,Resistor,,,,0.8535,,,,2,,,,horizontal,,,,,,,22.1,,,22.1,,,,,,,,,,,,,,2,,,,component:2:22.1,Component,,,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
558.87,649.89,789.73,912.64,16,Mosfet,,,,0.8861,,,,2,,,,left,,,,,,,16.4,,,16.4,,,,,,,,,,,,,,3,,,,component:2:16.4,Component,,,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
559.83,651.8,214.39,337.32,16,Mosfet,,,,0.8801,,,,2,,,,left,,,,,,,16.5,,,16.5,,,,,,,,,,,,,,3,,,,component:2:16.5,Component,,,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
603.07,670.93,964.62,1022.08,9,GND,,,,0.8203,,,,2,,,top,up,,,,,,,9.2,,,9.2,,,,,,,,,,,,,,1,,,,component:2:9.2,Component,,,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
625.79,712.95,471.61,591.08,16,Mosfet,,,,0.9059,,,,2,,,,right,,,,,,,16.6,,,16.6,,,,,,,,,,,,,,3,,,,component:2:16.6,Component,,,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
676.6,719.62,372.98,426.43,26,Terminal,,,,0.783,,,,2,,,,horizontal,,,,,,,26.3,,,26.3,,,,,,,,,,,,,,2,,,,component:2:26.3,Component,,,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
779.36,883.65,452.75,610.84,2,Battery,,,,0.1987,,,,2,,,,,,,,,,,2.1,,,2.1,,,,,,,,,,,,,,2,,,,component:2:2.1,Component,,,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
788.15,875.54,647.15,708.7,9,GND,,,,0.6592,,,,2,,,top,up,,,,,,,9.3,,,9.3,,,,,,,,,,,,,,1,,,,component:2:9.3,Component,,,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
,,,,,,26,Terminal,component:2:26.1,,,,,2,t1,26.1:t1,,right,,,,,,,26.1,,False,26.1:t1,ok,2.0,matched_preferred,[],N1,,1,False,,,,,,,,,,terminal:2:26.1:t1,Terminal,,,False,N1,1,right,directional,directional_primary,"[207, 521, 231, 534]",,,212,529,,,,26.1:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,211.86,526.82
,,,,,,26,Terminal,component:2:26.2,,,,,2,t1,26.2:t1,,right,,,,,,,26.2,,False,26.2:t1,ok,3.0,matched_preferred,[],N6,,6,False,,,,,,,,,,terminal:2:26.2:t1,Terminal,,,False,N6,6,right,directional,directional_primary,"[206, 714, 230, 727]",,,211,723,,,,26.2:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.4999}",bbox_side_center,,,211.32,720.19
,,,,,,16,Mosfet,component:2:16.1,,,,,2,G,16.1:G,,left,,,,,,,16.1,,False,16.1:G,ok,1.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:2:16.1:t1,Terminal,,,False,N2,2,left,directional,directional_primary,"[250, 845, 274, 858]",16.1:G,G,268,850,,,,16.1:t1,t1,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""y"", ""relative_position"": ""left"", ""scan_start"": 819, ""scan_end"": 882, ""scan_margin"": 10, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 851, ""anchor_offset_ratio"": 0.504, ""max_score"": 84, ""keep_threshold"": 71, ""selected_run_start"": 28, ""selected_run_end"": 35, ""selected_run_length"": 8, ""selected_run_score"": 84, ""three_terminal_role"": ""single_side_terminal"", ""three_terminal_orientation"": ""left""}",three_terminal_structured,,,268.0,851.0
,,,,,,16,Mosfet,component:2:16.1,,,,,2,D,16.1:D,,left,,,,,,,16.1,,False,16.1:D,ok,1.0,matched_preferred,[],N6,,6,False,,,,,,,,,,terminal:2:16.1:t2,Terminal,,,False,N6,6,top,directional,directional_primary,"[340, 766, 353, 790]",16.1:D,D,345,784,,,,16.1:t2,t2,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 318, ""scan_end"": 356, ""scan_margin"": 7, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 346, ""anchor_offset_ratio"": 0.8409, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 23, ""selected_run_end"": 32, ""selected_run_length"": 10, ""selected_run_score"": 56, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 318, ""scan_end"": 356, ""scan_margin"": 7, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 346, ""anchor_offset_ratio"": 0.8409, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 23, ""selected_run_end"": 32, ""selected_run_length"": 10, ""selected_run_score"": 56}, ""bottom"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 318, ""scan_end"": 356, ""scan_margin"": 7, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 346, ""anchor_offset_ratio"": 0.8409, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 23, ""selected_run_end"": 32, ""selected_run_length"": 10, ""selected_run_score"": 56}}}",three_terminal_structured,,,346.0,784.0
