bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,instance_id,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_index,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,use_for_masking,use_for_terminals,x,y
,,,,,,4,Capacitor,component:3:4.3,,,3,,horizontal,,,,,4.3,False,4.3:t1,high,1.0,matched_preferred,[],N1,1,,,,,,,,,terminal:3:4.3:t1,Terminal,,N1,1,left,directional,directional_primary,"[394, 835, 431, 848]",412,842,,,,4.3:t1,t1,,,411.91,841.28
,,,,,,4,Capacitor,component:3:4.3,,,3,,horizontal,,,,,4.3,False,4.3:t2,high,1.0,matched_preferred,[],N4,4,,,,,,,,,terminal:3:4.3:t2,Terminal,,N4,4,right,directional,directional_primary,"[439, 835, 476, 848]",457,842,,,,4.3:t2,t2,,,457.04,841.28
,,,,,,26,Terminal,component:3:26.2,,,3,,top,,,,,26.2,False,26.2:t1,high,0.0,matched_preferred,[],N2,2,,,,,,,,,terminal:3:26.2:t1,Terminal,,N2,2,top,directional,directional_primary,"[429, 631, 442, 668]",435,649,,,,26.2:t1,t1,,,434.68,649.47
,,,,,,6,Current_Source,component:3:6.1,,,3,,vertical,,,,,6.1,False,6.1:t1,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:3:6.1:t1,Terminal,,N3,3,top,directional,directional_primary,"[427, 261, 444, 306]",435,283,,,,6.1:t1,t1,,,434.86,282.54
,,,,,,6,Current_Source,component:3:6.1,,,3,,vertical,,,,,6.1,False,6.1:t2,high,0.0,matched_preferred,[],N2,2,,,,,,,,,terminal:3:6.1:t2,Terminal,,N2,2,bottom,directional,directional_primary,"[427, 378, 444, 423]",435,400,,,,6.1:t2,t2,,,434.86,399.58
,,,,,,6,Current_Source,component:3:6.2,,,3,,vertical,,,,,6.2,False,6.2:t1,high,1.0,matched_preferred,[],N3,3,,,,,,,,,terminal:3:6.2:t1,Terminal,,N3,3,top,directional,directional_primary,"[584, 260, 601, 305]",591,282,,,,6.2:t1,t1,,,592.31,281.54
,,,,,,6,Current_Source,component:3:6.2,,,3,,vertical,,,,,6.2,False,6.2:t2,high,1.0,matched_preferred,[],N2,2,,,,,,,,,terminal:3:6.2:t2,Terminal,,N2,2,bottom,directional,directional_primary,"[584, 379, 601, 424]",591,401,,,,6.2:t2,t2,,,592.31,400.53
,,,,,,26,Terminal,component:3:26.3,,,3,,top,,,,,26.3,False,26.3:t1,high,1.0,matched_preferred,[],N4,4,,,,,,,,,terminal:3:26.3:t1,Terminal,,N4,4,top,directional,directional_primary,"[586, 890, 599, 927]",591,908,,,,26.3:t1,t1,,,592.49,908.39
,,,,,,4,Capacitor,component:3:4.4,,,3,,vertical,,,,,4.4,False,4.4:t1,high,2.0,matched_preferred,[],N2,2,,,,,,,,,terminal:3:4.4:t1,Terminal,,N2,2,top,directional,directional_primary,"[587, 630, 600, 667]",591,648,,,,4.4:t1,t1,,,592.66,647.52
,,,,,,4,Capacitor,component:3:4.4,,,3,,vertical,,,,,4.4,False,4.4:t2,high,2.0,matched_preferred,[],N4,4,,,,,,,,,terminal:3:4.4:t2,Terminal,,N4,4,bottom,directional,directional_primary,"[587, 705, 600, 742]",591,723,,,,4.4:t2,t2,,,592.66,723.02
,,,,,,22,Resistor,component:3:22.1,,,3,,vertical,,,,,22.1,False,22.1:t1,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:3:22.1:t1,Terminal,,N3,3,top,directional,directional_primary,"[739, 257, 752, 294]",745,275,,,,22.1:t1,t1,,,744.78,274.51
,,,,,,22,Resistor,component:3:22.1,,,3,,vertical,,,,,22.1,False,22.1:t2,high,0.0,matched_preferred,[],N2,2,,,,,,,,,terminal:3:22.1:t2,Terminal,,N2,2,bottom,directional,directional_primary,"[739, 391, 752, 428]",745,409,,,,22.1:t2,t2,,,744.78,408.75
,,,,,,4,Capacitor,component:3:4.5,,,3,,vertical,,,,,4.5,False,4.5:t1,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:3:4.5:t1,Terminal,,N3,3,top,directional,directional_primary,"[892, 469, 905, 506]",898,487,,,,4.5:t1,t1,,,898.44,487.1
,,,,,,4,Capacitor,component:3:4.5,,,3,,vertical,,,,,4.5,False,4.5:t2,high,0.0,matched_preferred,[],N4,4,,,,,,,,,terminal:3:4.5:t2,Terminal,,N4,4,bottom,directional,directional_primary,"[892, 551, 905, 588]",898,569,,,,4.5:t2,t2,,,898.44,569.37
,,,,,,26,Terminal,component:3:26.4,,,3,,left,,,,,26.4,False,26.4:t1,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:3:26.4:t1,Terminal,,N3,3,left,directional,directional_primary,"[946, 149, 983, 162]",964,155,,,,26.4:t1,t1,,,964.37,155.29
55,427,146,842,,,,,,,"[""26.1:t1"", ""4.1:t1"", ""4.2:t1"", ""4.3:t1""]",3,,,,,,,,,N1,,,,,,,,4,,,,,N1,1,net:3:N1,Net,1471,,,,,,,,,,5,,,,,,,
278,745,360,666,,,,,,,"[""22.1:t2"", ""26.2:t1"", ""4.1:t2"", ""4.4:t1"", ""6.1:t2"", ""6.2:t2""]",3,,,,,,,,,N2,,,,,,,,6,,,,,N2,2,net:3:N2,Net,1330,,,,,,,,,,26,,,,,,,
361,972,146,502,,,,,,,"[""22.1:t1"", ""26.4:t1"", ""4.2:t2"", ""4.5:t1"", ""6.1:t1"", ""6.2:t1""]",3,,,,,,,,,N3,,,,,,,,6,,,,,N3,3,net:3:N3,Net,1421,,,,,,,,,,6,,,,,,,
441,899,552,923,,,,,,,"[""26.3:t1"", ""4.3:t2"", ""4.4:t2"", ""4.5:t2""]",3,,,,,,,,,N4,,,,,,,,4,,,,,N4,4,net:3:N4,Net,969,,,,,,,,,,30,,,,,,,
