bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,instance_id,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_index,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,use_for_masking,use_for_terminals,x,y
798.31,833.85,137.37,224.06,4,Capacitor,,,,0.8171,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,horizontal,,,,,4.2,,4.2,,,,,,,,,,,2,,,,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.2,Component,,,,,,,,,,,,two_terminal,,,True,True,,
802.7,847.15,756.96,837.93,4,Capacitor,,,,0.7778,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.3,,4.3,,,,,,,,,,,2,,,,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.3,Component,,,,,,,,,,,,two_terminal,,,True,True,,
806.51,843.5,908.26,969.1,9,GND,,,,0.858,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,top,up,,,,,9.4,,9.4,,,,,,,,,,,1,,,,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.4,Component,,,,,,,,,,,,one_terminal,,,True,True,,
801.84,849.32,501.43,601.67,4,Capacitor,,,,0.75,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.4,,4.4,,,,,,,,,,,2,,,,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.4,Component,,,,,,,,,,,,two_terminal,,,True,True,,
915.48,971.73,196.41,244.45,9,GND,,,,0.7616,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,top,up,,,,,9.5,,9.5,,,,,,,,,,,1,,,,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.5,Component,,,,,,,,,,,,one_terminal,,,True,True,,
,,,,,,9,GND,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.1,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,top,up,,,,,9.1,False,9.1:t1,high,1.0,matched_preferred,[],N1,1,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.1:t1,Terminal,,N1,1,top,directional,directional_primary,"[92, 763, 105, 800]",97,781,,,,9.1:t1,t1,,,97.61,781.27
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.1,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.1,False,4.1:t1,high,1.0,matched_preferred,[],N3,3,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.1:t1,Terminal,,N3,3,top,directional,directional_primary,"[92, 545, 105, 582]",97,563,,,,4.1:t1,t1,,,97.81,563.08
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.1,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.1,False,4.1:t2,high,1.0,matched_preferred,[],N1,1,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.1:t2,Terminal,,N1,1,bottom,directional,directional_primary,"[92, 597, 105, 634]",97,615,,,,4.1:t2,t2,,,97.81,614.95
,,,,,,22,Resistor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.1,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,22.1,False,22.1:t1,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.1:t1,Terminal,,N3,3,top,directional,directional_primary,"[277, 581, 290, 618]",283,599,,,,22.1:t1,t1,,,283.29,599.33
,,,,,,22,Resistor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.1,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,22.1,False,22.1:t2,high,0.0,matched_preferred,[],N2,2,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.1:t2,Terminal,,N2,2,bottom,directional,directional_primary,"[277, 730, 290, 767]",283,748,,,,22.1:t2,t2,,,283.29,748.47
,,,,,,9,GND,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.2,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,top,up,,,,,9.2,False,9.2:t1,high,0.0,matched_preferred,[],N2,2,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.2:t1,Terminal,,N2,2,top,directional,directional_primary,"[277, 736, 290, 773]",283,754,,,,9.2:t1,t1,,,283.44,754.01
,,,,,,22,Resistor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.2,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,22.2,False,22.2:t1,high,1.0,matched_preferred,[],N4,4,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.2:t1,Terminal,,N4,4,top,directional,directional_primary,"[278, 226, 291, 263]",283,244,,,,22.2:t1,t1,,,283.62,243.51
,,,,,,22,Resistor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.2,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,22.2,False,22.2:t2,high,1.0,matched_preferred,[],N3,3,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.2:t2,Terminal,,N3,3,bottom,directional,directional_primary,"[278, 375, 291, 412]",283,393,,,,22.2:t2,t2,,,283.62,393.13
,,,,,,22,Resistor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.3,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,22.3,False,22.3:t1,high,0.0,matched_preferred,[],N7,7,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.3:t1,Terminal,,N7,7,top,directional,directional_primary,"[548, 709, 561, 746]",554,727,,,,22.3:t1,t1,,,554.37,727.45
,,,,,,22,Resistor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.3,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,22.3,False,22.3:t2,high,0.0,matched_preferred,[],N5,5,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:22.3:t2,Terminal,,N5,5,bottom,directional,directional_primary,"[548, 854, 561, 891]",554,872,,,,22.3:t2,t2,,,554.37,871.94
,,,,,,9,GND,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.3,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,top,up,,,,,9.3,False,9.3:t1,high,1.0,matched_preferred,[],N5,5,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.3:t1,Terminal,,N5,5,top,directional,directional_primary,"[549, 884, 562, 921]",554,902,,,,9.3:t1,t1,,,554.76,902.28
,,,,,,10,Inductor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:10.1,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,10.1,False,10.1:t1,high,2.0,matched_preferred,[],N4,4,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:10.1:t1,Terminal,,N4,4,top,directional,directional_primary,"[546, 188, 567, 249]",554,218,,,,10.1:t1,t1,,,555.92,217.57
,,,,,,10,Inductor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:10.1,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,10.1,False,10.1:t2,high,2.0,matched_preferred,[],N6,6,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:10.1:t2,Terminal,,N6,6,bottom,directional,directional_primary,"[546, 320, 567, 381]",554,350,,,,10.1:t2,t2,,,555.92,350.39
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.2,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,horizontal,,,,,4.2,False,4.2:t1,high,1.0,matched_preferred,[],N4,4,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.2:t1,Terminal,,N4,4,left,directional,directional_primary,"[776, 175, 813, 188]",794,182,,,,4.2:t1,t1,,,794.31,180.72
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.2,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,horizontal,,,,,4.2,False,4.2:t2,high,1.0,matched_preferred,[],N9,9,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.2:t2,Terminal,,N9,9,right,directional,directional_primary,"[820, 175, 857, 188]",838,182,,,,4.2:t2,t2,,,837.85,180.72
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.3,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.3,False,4.3:t1,high,1.0,matched_preferred,[],N7,7,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.3:t1,Terminal,,N7,7,top,directional,directional_primary,"[819, 735, 832, 772]",824,753,,,,4.3:t1,t1,,,824.92,752.96
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.3,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.3,False,4.3:t2,high,1.0,matched_preferred,[],N8,8,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.3:t2,Terminal,,N8,8,bottom,directional,directional_primary,"[819, 824, 832, 861]",824,842,,,,4.3:t2,t2,,,824.92,841.93
,,,,,,9,GND,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.4,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,top,up,,,,,9.4,False,9.4:t1,high,1.0,matched_preferred,[],N8,8,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.4:t1,Terminal,,N8,8,top,directional,directional_primary,"[819, 886, 832, 923]",824,904,,,,9.4:t1,t1,,,825.0,904.26
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.4,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.4,False,4.4:t1,high,2.0,matched_preferred,[],N6,6,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.4:t1,Terminal,,N6,6,top,directional,directional_primary,"[820, 479, 833, 516]",824,497,,,,4.4:t1,t1,,,825.58,497.43
,,,,,,4,Capacitor,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.4,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,vertical,,,,,4.4,False,4.4:t2,high,2.0,matched_preferred,[],N7,7,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:4.4:t2,Terminal,,N7,7,bottom,directional,directional_primary,"[820, 588, 833, 625]",824,606,,,,4.4:t2,t2,,,825.58,605.67
,,,,,,9,GND,component:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.5,,,spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,top,up,,,,,9.5,False,9.5:t1,high,1.0,matched_preferred,[],N9,9,,,,,,,,,terminal:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:9.5:t1,Terminal,,N9,9,top,directional,directional_primary,"[938, 174, 951, 211]",943,192,,,,9.5:t1,t1,,,943.61,192.41
97,101,600,798,,,,,,,"[""4.1:t2"", ""9.1:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N1,,,,,,,,2,,,,,N1,1,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N1,Net,202,,,,,,,,,,36,,,,,,,
283,283,732,771,,,,,,,"[""22.1:t2"", ""9.2:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N2,,,,,,,,2,,,,,N2,2,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N2,Net,40,,,,,,,,,,45,,,,,,,
97,506,376,616,,,,,,,"[""22.1:t1"", ""22.2:t2"", ""4.1:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N3,,,,,,,,3,,,,,N3,3,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N3,Net,715,,,,,,,,,,22,,,,,,,
283,810,178,261,,,,,,,"[""10.1:t1"", ""22.2:t1"", ""4.2:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N4,,,,,,,,3,,,,,N4,4,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N4,Net,663,,,,,,,,,,6,,,,,,,
554,555,856,919,,,,,,,"[""22.3:t2"", ""9.3:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N5,,,,,,,,2,,,,,N5,5,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N5,Net,64,,,,,,,,,,56,,,,,,,
553,825,333,514,,,,,,,"[""10.1:t2"", ""4.4:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N6,,,,,,,,2,,,,,N6,6,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N6,Net,503,,,,,,,,,,18,,,,,,,
553,825,590,770,,,,,,,"[""22.3:t1"", ""4.3:t1"", ""4.4:t2""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N7,,,,,,,,3,,,,,N7,7,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N7,Net,593,,,,,,,,,,33,,,,,,,
824,825,824,921,,,,,,,"[""4.3:t2"", ""9.4:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N8,,,,,,,,2,,,,,N8,8,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N8,Net,98,,,,,,,,,,49,,,,,,,
822,944,180,209,,,,,,,"[""4.2:t2"", ""9.5:t1""]",spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9,,,,,,,,,N9,,,,,,,,2,,,,,N9,9,net:spider_images_14477_png.rf.411d3d74021bf4ebb4f40824f716c0a9:N9,Net,148,,,,,,,,,,7,,,,,,,
