bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,instance_id,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_index,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,use_for_masking,use_for_terminals,x,y
668.4,694.61,953.68,1019.19,9,GND,,,,0.8078,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,top,up,,,,,9.5,,9.5,,,,,,,,,,,1,,,,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.5,Component,,,,,,,,,,,,one_terminal,,,True,True,,
671.45,701.22,319.16,511.56,10,Inductor,,,,0.8153,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,10.1,,10.1,,,,,,,,,,,2,,,,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:10.1,Component,,,,,,,,,,,,two_terminal,,,True,True,,
850.93,899.13,54.09,216.44,15,Meter,,,,0.9122,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,horizontal,,,,,15.2,,15.2,,,,,,,,,,,2,,,,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.2,Component,,,,,,,,,,,,two_terminal,,,True,True,,
965.46,990.49,76.39,196.03,26,Terminal,,,,0.7993,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,left,,,,,26.1,,26.1,,,,,,,,,,,1,,,,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:26.1,Component,,,,,,,,,,,,one_terminal,,,True,True,,
,,,,,,9,GND,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,top,up,,,,,9.1,False,9.1:t1,high,1.0,matched_preferred,[],N1,1,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.1:t1,Terminal,,N1,1,top,directional,directional_primary,"[57, 482, 70, 519]",62,500,,,,9.1:t1,t1,,,62.87,500.42
,,,,,,2,Battery,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:2.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,2.1,False,2.1:t1,high,1.0,matched_preferred,[],N2,2,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:2.1:t1,Terminal,,N2,2,top,directional,directional_primary,"[57, 217, 70, 254]",62,235,,,,2.1:t1,t1,,,63.19,235.0
,,,,,,2,Battery,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:2.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,2.1,False,2.1:t2,high,1.0,matched_preferred,[],N1,1,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:2.1:t2,Terminal,,N1,1,bottom,directional,directional_primary,"[57, 364, 70, 401]",62,382,,,,2.1:t2,t2,,,63.19,381.64
,,,,,,8,Fuse,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:8.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,horizontal,,,,,8.1,False,8.1:t1,high,4.0,matched_preferred,[],N2,2,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:8.1:t1,Terminal,,N2,2,left,directional,directional_primary,"[101, 129, 138, 142]",119,131,,,,8.1:t1,t1,,,119.13,134.64
,,,,,,8,Fuse,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:8.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,horizontal,,,,,8.1,False,8.1:t2,high,4.0,matched_preferred,[],N3,3,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:8.1:t2,Terminal,,N3,3,right,directional,directional_primary,"[178, 129, 215, 142]",196,131,,,,8.1:t2,t2,,,195.74,134.64
,,,,,,25,Switch,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:25.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,horizontal,,,,,25.1,True,25.1:t1,low,15.0,matched_single,"[""no_preferred_net_from_05"", ""matched_without_preferred_label"", ""used_fallback_search"", ""large_snap_distance"", ""sensitive_class_large_distance""]",N3,3,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:25.1:t1,Terminal,,,,left,circle,circle_fallback,"[238, 86, 299, 147]",268,131,,,,25.1:t1,t1,,,268.41,116.03
,,,,,,25,Switch,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:25.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,horizontal,,,,,25.1,True,25.1:t2,low,28.071,matched_single,"[""no_preferred_net_from_05"", ""matched_without_preferred_label"", ""large_snap_distance"", ""very_large_snap_distance"", ""sensitive_class_large_distance""]",N9,9,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:25.1:t2,Terminal,,,,right,directional,directional_primary,"[313, 106, 374, 127]",371,118,,,,25.1:t2,t2,,,342.69,116.03
,,,,,,9,GND,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.2,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,top,up,,,,,9.2,False,9.2:t1,high,0.0,matched_preferred,[],N4,4,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.2:t1,Terminal,,N4,4,top,directional,directional_primary,"[366, 593, 379, 630]",372,611,,,,9.2:t1,t1,,,371.69,611.05
,,,,,,15,Meter,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,15.1,False,15.1:t1,high,1.0,matched_preferred,[],N9,9,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.1:t1,Terminal,,N9,9,top,directional,directional_primary,"[365, 305, 382, 350]",372,327,,,,15.1:t1,t1,,,372.57,326.89
,,,,,,15,Meter,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,15.1,False,15.1:t2,high,1.0,matched_preferred,[],N4,4,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.1:t2,Terminal,,N4,4,bottom,directional,directional_primary,"[365, 470, 382, 515]",372,492,,,,15.1:t2,t2,,,372.57,491.94
,,,,,,9,GND,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.3,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,top,up,,,,,9.3,False,9.3:t1,high,1.0,matched_preferred,[],N6,6,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.3:t1,Terminal,,N6,6,top,directional,directional_primary,"[460, 934, 473, 971]",465,952,,,,9.3:t1,t1,,,466.21,951.85
,,,,,,13,Lamp,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:13.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,13.1,False,13.1:t1,high,2.0,matched_preferred,[],N5,5,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:13.1:t1,Terminal,,N5,5,top,directional,directional_primary,"[461, 651, 474, 688]",465,669,,,,13.1:t1,t1,,,467.04,669.29
,,,,,,13,Lamp,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:13.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,13.1,False,13.1:t2,high,2.0,matched_preferred,[],N6,6,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:13.1:t2,Terminal,,N6,6,bottom,directional,directional_primary,"[461, 814, 474, 851]",465,832,,,,13.1:t2,t2,,,467.04,831.64
,,,,,,30,Variable_Resistor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,30.1,False,30.1:t1,medium,8.0,matched_preferred,"[""used_circle_search""]",N9,9,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.1:t1,Terminal,,N9,9,top,circle,circle_primary,"[464, 301, 485, 322]",466,311,,,,30.1:t1,t1,,,473.98,310.52
,,,,,,30,Variable_Resistor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,30.1,False,30.1:t2,medium,8.0,matched_preferred,"[""used_circle_search""]",N5,5,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.1:t2,Terminal,,N5,5,bottom,circle,circle_primary,"[464, 519, 485, 540]",466,529,,,,30.1:t2,t2,,,473.98,529.08
,,,,,,9,GND,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.4,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,top,up,,,,,9.4,False,9.4:t1,high,1.0,matched_preferred,[],N8,8,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.4:t1,Terminal,,N8,8,top,directional,directional_primary,"[568, 932, 581, 969]",573,950,,,,9.4:t1,t1,,,573.76,950.03
,,,,,,30,Variable_Resistor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.2,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,30.2,False,30.2:t1,high,1.0,matched_preferred,[],N9,9,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.2:t1,Terminal,,N9,9,top,directional,directional_primary,"[568, 288, 581, 325]",573,306,,,,30.2:t1,t1,,,574.15,306.16
,,,,,,30,Variable_Resistor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.2,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,30.2,False,30.2:t2,high,1.0,matched_preferred,[],N7,7,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:30.2:t2,Terminal,,N7,7,bottom,directional,directional_primary,"[568, 506, 581, 543]",573,524,,,,30.2:t2,t2,,,574.15,524.15
,,,,,,4,Capacitor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:4.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,4.1,False,4.1:t1,high,1.0,matched_preferred,[],N7,7,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:4.1:t1,Terminal,,N7,7,top,directional,directional_primary,"[568, 669, 581, 706]",573,687,,,,4.1:t1,t1,,,574.17,686.56
,,,,,,4,Capacitor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:4.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,4.1,False,4.1:t2,high,1.0,matched_preferred,[],N8,8,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:4.1:t2,Terminal,,N8,8,bottom,directional,directional_primary,"[568, 793, 581, 830]",573,811,,,,4.1:t2,t2,,,574.17,811.49
,,,,,,7,Diode,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:7.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,7.1,False,7.1:t1,high,0.0,matched_preferred,[],N10,10,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:7.1:t1,Terminal,,N10,10,top,directional,directional_primary,"[675, 678, 688, 715]",681,696,,,,7.1:t1,t1,,,681.4,695.97
,,,,,,7,Diode,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:7.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,7.1,False,7.1:t2,high,0.0,matched_preferred,[],N11,11,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:7.1:t2,Terminal,,N11,11,bottom,directional,directional_primary,"[675, 790, 688, 827]",681,808,,,,7.1:t2,t2,,,681.4,807.99
,,,,,,9,GND,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.5,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,top,up,,,,,9.5,False,9.5:t1,high,1.0,matched_preferred,[],N11,11,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:9.5:t1,Terminal,,N11,11,top,directional,directional_primary,"[676, 932, 689, 969]",681,950,,,,9.5:t1,t1,,,681.5,949.68
,,,,,,10,Inductor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:10.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,10.1,False,10.1:t1,high,5.0,matched_preferred,[],N9,9,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:10.1:t1,Terminal,,N9,9,top,directional,directional_primary,"[676, 285, 697, 346]",681,315,,,,10.1:t1,t1,,,686.34,315.16
,,,,,,10,Inductor,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:10.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,vertical,,,,,10.1,False,10.1:t2,high,5.0,matched_preferred,[],N10,10,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:10.1:t2,Terminal,,N10,10,bottom,directional,directional_primary,"[676, 486, 697, 547]",681,516,,,,10.1:t2,t2,,,686.34,515.56
,,,,,,15,Meter,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.2,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,horizontal,,,,,15.2,False,15.2:t1,high,4.0,matched_preferred,[],N9,9,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.2:t1,Terminal,,N9,9,left,directional,directional_primary,"[825, 127, 870, 144]",847,131,,,,15.2:t1,t1,,,846.93,135.26
,,,,,,15,Meter,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.2,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,horizontal,,,,,15.2,False,15.2:t2,high,4.0,matched_preferred,[],N12,12,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:15.2:t2,Terminal,,N12,12,right,directional,directional_primary,"[881, 127, 926, 144]",903,131,,,,15.2:t2,t2,,,903.13,135.26
,,,,,,26,Terminal,component:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:26.1,,,ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,left,,,,,26.1,False,26.1:t1,high,5.0,matched_preferred,[],N12,12,,,,,,,,,terminal:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:26.1:t1,Terminal,,N12,12,left,directional,directional_primary,"[943, 130, 980, 143]",961,131,,,,26.1:t1,t1,,,961.46,136.21
62,63,364,517,,,,,,,"[""2.1:t2"", ""9.1:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N1,,,,,,,,2,,,,,N1,1,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N1,Net,154,,,,,,,,,,23,,,,,,,
62,131,131,252,,,,,,,"[""2.1:t1"", ""8.1:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N2,,,,,,,,2,,,,,N2,2,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N2,Net,193,,,,,,,,,,19,,,,,,,
184,272,131,139,,,,,,,"[""8.1:t2""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N3,,,,,,,,1,,,,,N3,3,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N3,Net,93,,,,,,,,,,20,,,,,,,
372,375,476,628,,,,,,,"[""15.1:t2"", ""9.2:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N4,,,,,,,,2,,,,,N4,4,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N4,Net,155,,,,,,,,,,29,,,,,,,
465,469,513,685,,,,,,,"[""13.1:t1"", ""30.1:t2""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N5,,,,,,,,2,,,,,N5,5,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N5,Net,174,,,,,,,,,,32,,,,,,,
465,471,817,969,,,,,,,"[""13.1:t2"", ""9.3:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N6,,,,,,,,2,,,,,N6,6,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N6,Net,157,,,,,,,,,,40,,,,,,,
573,574,506,704,,,,,,,"[""30.2:t2"", ""4.1:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N7,,,,,,,,2,,,,,N7,7,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N7,Net,199,,,,,,,,,,31,,,,,,,
573,574,793,967,,,,,,,"[""4.1:t2"", ""9.4:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N8,,,,,,,,2,,,,,N8,8,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N8,Net,175,,,,,,,,,,38,,,,,,,
337,854,118,342,,,,,,,"[""10.1:t1"", ""15.1:t1"", ""15.2:t1"", ""30.1:t1"", ""30.2:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N9,,,,,,,,5,,,,,N9,9,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N9,Net,1652,,,,,,,,,,18,,,,,,,
681,681,501,713,,,,,,,"[""10.1:t2"", ""7.1:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N10,,,,,,,,2,,,,,N10,10,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N10,Net,213,,,,,,,,,,30,,,,,,,
681,682,792,967,,,,,,,"[""7.1:t2"", ""9.5:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N11,,,,,,,,2,,,,,N11,11,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N11,Net,176,,,,,,,,,,39,,,,,,,
895,977,131,141,,,,,,,"[""15.2:t2"", ""26.1:t1""]",ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b,,,,,,,,,N12,,,,,,,,2,,,,,N12,12,net:ele43_png.rf.a1b6edbe8d71413e1e59354752fc265b:N12,Net,100,,,,,,,,,,21,,,,,,,
