bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,instance_id,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_index,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,use_for_masking,use_for_terminals,x,y
,,,,,,31,Voltage_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.1,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,31.1,False,31.1:t2,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.1:t2,Terminal,,N3,3,bottom,directional,directional_primary,"[124, 850, 141, 895]",132,872,,,,31.1:t2,t2,,,131.91,872.42
,,,,,,31,Voltage_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.2,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,31.2,False,31.2:t1,high,1.0,matched_preferred,[],N2,2,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.2:t1,Terminal,,N2,2,top,directional,directional_primary,"[325, 683, 342, 728]",332,705,,,,31.2:t1,t1,,,332.97,705.46
,,,,,,31,Voltage_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.2,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,31.2,False,31.2:t2,high,1.0,matched_preferred,[],N3,3,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.2:t2,Terminal,,N3,3,bottom,directional,directional_primary,"[325, 839, 342, 884]",332,861,,,,31.2:t2,t2,,,332.97,861.08
,,,,,,10,Inductor,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.1,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,10.1,True,10.1:t1,low,14.0,matched_single,"[""no_preferred_net_from_05"", ""matched_without_preferred_label"", ""used_circle_search"", ""large_snap_distance"", ""sensitive_class_large_distance""]",N2,2,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.1:t1,Terminal,,,,left,circle,circle_primary,"[496, 546, 525, 575]",510,574,,,,10.1:t1,t1,,,509.63,559.61
,,,,,,10,Inductor,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.1,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,10.1,True,10.1:t2,low,14.142,matched_single,"[""no_preferred_net_from_05"", ""matched_without_preferred_label"", ""large_snap_distance"", ""sensitive_class_large_distance""]",N5,5,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.1:t2,Terminal,,,,right,directional,directional_primary,"[671, 550, 732, 571]",687,558,,,,10.1:t2,t2,,,700.91,559.61
,,,,,,10,Inductor,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.2,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,10.2,True,10.2:t1,low,31.78,matched_single,"[""no_preferred_net_from_05"", ""matched_without_preferred_label"", ""used_fallback_search"", ""large_snap_distance"", ""very_large_snap_distance"", ""sensitive_class_large_distance""]",N1,1,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.2:t1,Terminal,,,,left,directional,directional_fallback,"[472, 127, 549, 154]",479,147,,,,10.2:t1,t1,,,509.75,140.38
,,,,,,10,Inductor,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.2,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,10.2,True,10.2:t2,low,14.142,matched_single,"[""no_preferred_net_from_05"", ""matched_without_preferred_label"", ""large_snap_distance"", ""sensitive_class_large_distance""]",N4,4,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:10.2:t2,Terminal,,,,right,directional,directional_primary,"[671, 130, 732, 151]",687,142,,,,10.2:t2,t2,,,701.09,140.38
,,,,,,6,Current_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.1,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,6.1,False,6.1:t1,high,1.0,matched_preferred,[],N2,2,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.1:t1,Terminal,,N2,2,left,directional,directional_primary,"[540, 705, 585, 722]",562,714,,,,6.1:t1,t1,,,561.5,713.03
,,,,,,6,Current_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.1,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,6.1,False,6.1:t2,high,1.0,matched_preferred,[],N5,5,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.1:t2,Terminal,,N5,5,right,directional,directional_primary,"[634, 705, 679, 722]",656,714,,,,6.1:t2,t2,,,656.38,713.03
,,,,,,6,Current_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.2,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,6.2,False,6.2:t1,high,0.0,matched_preferred,[],N1,1,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.2:t1,Terminal,,N1,1,left,directional,directional_primary,"[539, 289, 584, 306]",561,297,,,,6.2:t1,t1,,,561.42,297.33
,,,,,,6,Current_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.2,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,horizontal,,,,,6.2,False,6.2:t2,high,0.0,matched_preferred,[],N4,4,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:6.2:t2,Terminal,,N4,4,right,directional,directional_primary,"[635, 289, 680, 306]",657,297,,,,6.2:t2,t2,,,656.54,297.33
,,,,,,4,Capacitor,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:4.1,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,4.1,False,4.1:t1,high,0.0,matched_preferred,[],N4,4,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:4.1:t1,Terminal,,N4,4,top,directional,directional_primary,"[875, 194, 888, 231]",881,212,,,,4.1:t1,t1,,,880.65,212.09
,,,,,,4,Capacitor,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:4.1,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,4.1,False,4.1:t2,high,0.0,matched_preferred,[],N6,6,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:4.1:t2,Terminal,,N6,6,bottom,directional,directional_primary,"[875, 292, 888, 329]",881,310,,,,4.1:t2,t2,,,880.65,310.15
,,,,,,31,Voltage_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.3,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,31.3,False,31.3:t1,high,1.0,matched_preferred,[],N5,5,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.3:t1,Terminal,,N5,5,top,directional,directional_primary,"[874, 682, 891, 727]",881,704,,,,31.3:t1,t1,,,881.75,703.66
,,,,,,31,Voltage_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.3,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,31.3,False,31.3:t2,high,1.0,matched_preferred,[],N3,3,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.3:t2,Terminal,,N3,3,bottom,directional,directional_primary,"[874, 838, 891, 883]",881,860,,,,31.3:t2,t2,,,881.75,860.18
,,,,,,31,Voltage_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.4,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,31.4,False,31.4:t1,high,1.0,matched_preferred,[],N6,6,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.4:t1,Terminal,,N6,6,top,directional,directional_primary,"[874, 330, 891, 375]",881,352,,,,31.4:t1,t1,,,881.92,352.26
,,,,,,31,Voltage_Source,component:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.4,,,1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,vertical,,,,,31.4,False,31.4:t2,high,1.0,matched_preferred,[],N5,5,,,,,,,,,terminal:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:31.4:t2,Terminal,,N5,5,bottom,directional,directional_primary,"[874, 488, 891, 533]",881,510,,,,31.4:t2,t2,,,881.92,509.81
114,569,136,726,,,,,,,"[""31.1:t1"", ""6.2:t1""]",1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,,,,,,,,N1,,,,,,,,2,,,,,N1,1,net:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:N1,Net,1329,,,,,,,,,,4,,,,,,,
315,569,553,745,,,,,,,"[""31.2:t1"", ""6.1:t1""]",1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,,,,,,,,N2,,,,,,,,2,,,,,N2,2,net:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:N2,Net,705,,,,,,,,,,23,,,,,,,
115,898,848,1000,,,,,,,"[""31.1:t2"", ""31.2:t2"", ""31.3:t2""]",1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,,,,,,,,N3,,,,,,,,3,,,,,N3,3,net:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:N3,Net,1259,,,,,,,,,,44,,,,,,,
648,881,137,325,,,,,,,"[""4.1:t1"", ""6.2:t2""]",1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,,,,,,,,N4,,,,,,,,2,,,,,N4,4,net:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:N4,Net,572,,,,,,,,,,5,,,,,,,
648,900,494,742,,,,,,,"[""31.3:t1"", ""31.4:t2"", ""6.1:t2""]",1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,,,,,,,,N5,,,,,,,,3,,,,,N5,5,net:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:N5,Net,824,,,,,,,,,,21,,,,,,,
862,900,294,363,,,,,,,"[""31.4:t1"", ""4.1:t2""]",1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5,,,,,,,,,N6,,,,,,,,2,,,,,N6,6,net:1855_png.rf.dbb9347e0504521b9007ff1d77af2ad5:N6,Net,105,,,,,,,,,,9,,,,,,,
