bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,instance_id,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_index,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,use_for_masking,use_for_terminals,x,y
524.66,556.95,133.81,179.98,26,Terminal,,,,0.7703,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,bottom,,,,,26.2,,26.2,,,,,,,,,,,1,,,,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.2,Component,,,,,,,,,,,,one_terminal,,,True,True,,
507.77,574.47,938.96,998.0,9,GND,,,,0.8433,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,top,up,,,,,9.3,,9.3,,,,,,,,,,,1,,,,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.3,Component,,,,,,,,,,,,one_terminal,,,True,True,,
712.2,756.78,335.04,444.34,20,Polarized_Capacitor,,,,0.8668,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,20.3,,20.3,,,,,,,,,,,2,,,,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.3,Component,,,,,,,,,,,,two_terminal,,,True,True,,
801.81,825.55,376.0,407.63,26,Terminal,,,,0.8202,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,26.3,,26.3,,,,,,,,,,,2,,,,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.3,Component,,,,,,,,,,,,one_terminal,,,True,True,,
841.84,895.92,562.41,679.91,22,Resistor,,,,0.8572,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.5,,22.5,,,,,,,,,,,2,,,,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.5,Component,,,,,,,,,,,,two_terminal,,,True,True,,
835.7,904.11,711.52,773.89,9,GND,,,,0.8231,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,top,up,,,,,9.4,,9.4,,,,,,,,,,,1,,,,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.4,Component,,,,,,,,,,,,one_terminal,,,True,True,,
,,,,,,26,Terminal,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.1,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,right,,,,,26.1,False,26.1:t1,high,2.0,matched_preferred,[],N1,1,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.1:t1,Terminal,,N1,1,right,directional,directional_primary,"[119, 767, 156, 780]",137,771,,,,26.1:t1,t1,,,137.31,772.8
,,,,,,9,GND,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.1,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,top,up,,,,,9.1,False,9.1:t1,high,2.0,matched_preferred,[],N2,2,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.1:t1,Terminal,,N2,2,top,directional,directional_primary,"[149, 554, 162, 591]",153,572,,,,9.1:t1,t1,,,155.07,572.31
,,,,,,20,Polarized_Capacitor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.1,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,20.1,False,20.1:t1,high,2.0,matched_preferred,[],N1,1,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.1:t1,Terminal,,N1,1,left,directional,directional_primary,"[207, 763, 244, 776]",225,771,,,,20.1:t1,t1,,,224.66,768.96
,,,,,,20,Polarized_Capacitor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.1,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,20.1,False,20.1:t2,high,2.0,matched_preferred,[],N4,4,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.1:t2,Terminal,,N4,4,right,directional,directional_primary,"[263, 763, 300, 776]",281,771,,,,20.1:t2,t2,,,280.51,768.96
,,,,,,20,Polarized_Capacitor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.2,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,20.2,False,20.2:t1,high,1.0,matched_preferred,[],N2,2,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.2:t1,Terminal,,N2,2,left,directional,directional_primary,"[207, 533, 244, 546]",225,540,,,,20.2:t1,t1,,,225.07,539.36
,,,,,,20,Polarized_Capacitor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.2,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,20.2,False,20.2:t2,high,1.0,matched_preferred,[],N4,4,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.2:t2,Terminal,,N4,4,right,directional,directional_primary,"[262, 533, 299, 546]",280,540,,,,20.2:t2,t2,,,280.23,539.36
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.1,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.1,False,22.1:t1,high,0.0,matched_preferred,[],N4,4,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.1:t1,Terminal,,N4,4,top,directional,directional_primary,"[359, 784, 372, 821]",365,802,,,,22.1:t1,t1,,,364.77,802.05
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.1,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.1,False,22.1:t2,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.1:t2,Terminal,,N3,3,bottom,directional,directional_primary,"[359, 906, 372, 943]",365,924,,,,22.1:t2,t2,,,364.77,924.27
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.2,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.2,False,22.2:t1,high,0.0,matched_preferred,[],N5,5,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.2:t1,Terminal,,N5,5,top,directional,directional_primary,"[359, 275, 372, 312]",365,293,,,,22.2:t1,t1,,,364.88,292.63
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.2,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.2,False,22.2:t2,high,0.0,matched_preferred,[],N4,4,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.2:t2,Terminal,,N4,4,bottom,directional,directional_primary,"[359, 401, 372, 438]",365,419,,,,22.2:t2,t2,,,364.88,418.91
,,,,,,9,GND,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.2,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,top,up,,,,,9.2,False,9.2:t1,high,0.0,matched_preferred,[],N3,3,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.2:t1,Terminal,,N3,3,top,directional,directional_primary,"[359, 915, 372, 952]",365,933,,,,9.2:t1,t1,,,365.2,933.16
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.3,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.3,False,22.3:t1,high,0.0,matched_preferred,[],N4,4,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.3:t1,Terminal,,N4,4,top,directional,directional_primary,"[534, 790, 547, 827]",540,808,,,,22.3:t1,t1,,,540.25,807.99
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.3,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.3,False,22.3:t2,high,0.0,matched_preferred,[],N6,6,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.3:t2,Terminal,,N6,6,bottom,directional,directional_primary,"[534, 905, 547, 942]",540,923,,,,22.3:t2,t2,,,540.25,923.1
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.4,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.4,False,22.4:t1,high,1.0,matched_preferred,[],N5,5,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.4:t1,Terminal,,N5,5,top,directional,directional_primary,"[535, 222, 548, 259]",540,240,,,,22.4:t1,t1,,,540.79,239.93
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.4,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.4,False,22.4:t2,high,1.0,matched_preferred,[],N7,7,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.4:t2,Terminal,,N7,7,bottom,directional,directional_primary,"[535, 345, 548, 382]",540,363,,,,22.4:t2,t2,,,540.79,362.57
,,,,,,26,Terminal,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.2,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,bottom,,,,,26.2,False,26.2:t1,high,1.0,matched_preferred,[],N5,5,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.2:t1,Terminal,,N5,5,bottom,directional,directional_primary,"[535, 166, 548, 203]",540,184,,,,26.2:t1,t1,,,540.81,183.98
,,,,,,9,GND,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.3,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,top,up,,,,,9.3,False,9.3:t1,high,1.0,matched_preferred,[],N6,6,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.3:t1,Terminal,,N6,6,top,directional,directional_primary,"[535, 917, 548, 954]",540,935,,,,9.3:t1,t1,,,541.12,934.96
,,,,,,20,Polarized_Capacitor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.3,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,20.3,False,20.3:t1,high,1.0,matched_preferred,[],N7,7,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.3:t1,Terminal,,N7,7,left,directional,directional_primary,"[690, 384, 727, 397]",708,391,,,,20.3:t1,t1,,,708.2,389.69
,,,,,,20,Polarized_Capacitor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.3,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,20.3,False,20.3:t2,high,1.0,matched_preferred,[],N8,8,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:20.3:t2,Terminal,,N8,8,right,directional,directional_primary,"[743, 384, 780, 397]",761,391,,,,20.3:t2,t2,,,760.78,389.69
,,,,,,26,Terminal,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.3,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,26.3,False,26.3:t1,high,1.0,matched_preferred,[],N8,8,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.3:t1,Terminal,,N8,8,left,directional,directional_primary,"[780, 386, 817, 399]",798,391,,,,26.3:t1,t1,,,797.81,391.81
,,,,,,26,Terminal,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.3,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,horizontal,,,,,26.3,False,26.3:t2,high,1.0,matched_preferred,[],N9,9,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:26.3:t2,Terminal,,N9,9,right,directional,directional_primary,"[812, 386, 849, 399]",830,391,,,,26.3:t2,t2,,,829.55,391.81
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.5,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.5,False,22.5:t1,high,0.0,matched_preferred,[],N9,9,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.5:t1,Terminal,,N9,9,top,directional,directional_primary,"[863, 540, 876, 577]",869,558,,,,22.5:t1,t1,,,868.88,558.41
,,,,,,22,Resistor,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.5,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,vertical,,,,,22.5,False,22.5:t2,high,0.0,matched_preferred,[],N10,10,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:22.5:t2,Terminal,,N10,10,bottom,directional,directional_primary,"[863, 666, 876, 703]",869,684,,,,22.5:t2,t2,,,868.88,683.91
,,,,,,9,GND,component:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.4,,,1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,top,up,,,,,9.4,False,9.4:t1,high,1.0,matched_preferred,[],N10,10,,,,,,,,,terminal:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:9.4:t1,Terminal,,N10,10,top,directional,directional_primary,"[864, 690, 877, 727]",869,708,,,,9.4:t1,t1,,,869.9,707.52
128,241,767,779,,,,,,,"[""20.1:t1"", ""26.1:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N1,,,,,,,,2,,,,,N1,1,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N1,Net,125,,,,,,,,,,58,,,,,,,
153,240,539,588,,,,,,,"[""20.2:t1"", ""9.1:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N2,,,,,,,,2,,,,,N2,2,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N2,Net,136,,,,,,,,,,42,,,,,,,
364,366,908,949,,,,,,,"[""22.1:t2"", ""9.2:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N3,,,,,,,,2,,,,,N3,3,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N3,Net,42,,,,,,,,,,77,,,,,,,
263,546,403,821,,,,,,,"[""20.1:t2"", ""20.2:t2"", ""22.1:t1"", ""22.2:t2"", ""22.3:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N4,,,,,,,,5,,,,,N4,4,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N4,Net,1211,,,,,,,,,,29,,,,,,,
364,545,169,308,,,,,,,"[""22.2:t1"", ""22.4:t1"", ""26.2:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N5,,,,,,,,3,,,,,N5,5,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N5,Net,372,,,,,,,,,,8,,,,,,,
540,541,908,949,,,,,,,"[""22.3:t2"", ""9.3:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N6,,,,,,,,2,,,,,N6,6,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N6,Net,42,,,,,,,,,,78,,,,,,,
538,725,347,476,,,,,,,"[""20.3:t1"", ""22.4:t2""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N7,,,,,,,,2,,,,,N7,7,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N7,Net,319,,,,,,,,,,22,,,,,,,
746,805,385,397,,,,,,,"[""20.3:t2"", ""26.3:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N8,,,,,,,,2,,,,,N8,8,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N8,Net,70,,,,,,,,,,27,,,,,,,
822,871,386,574,,,,,,,"[""22.5:t1"", ""26.3:t2""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N9,,,,,,,,2,,,,,N9,9,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N9,Net,242,,,,,,,,,,28,,,,,,,
869,870,668,724,,,,,,,"[""22.5:t2"", ""9.4:t1""]",1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e,,,,,,,,,N10,,,,,,,,2,,,,,N10,10,net:1084_png.rf.c6e7ca8cebbc72caed28bc220d23905e:N10,Net,57,,,,,,,,,,55,,,,,,,
