class_name,component_class_name,diagram_id,edge_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,match_confidence,match_distance_px,match_status,match_warnings,net_id,net_implicit_reason,net_index,net_is_implicit_supply,relation_type,relative_position,snap_point,source,target,terminal_id,terminal_name
,,1,edge:1:component:9.1:terminal:9.1:t1,,9.1,,,,,,,,,,,HAS_TERMINAL,top,,component:1:9.1,terminal:1:9.1:t1,9.1:t1,t1
,,1,edge:1:component:2.1:terminal:2.1:t1,,2.1,,,,,,,,,,,HAS_TERMINAL,top,,component:1:2.1,terminal:1:2.1:t1,2.1:t1,t1
,,1,edge:1:component:2.1:terminal:2.1:t2,,2.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:1:2.1,terminal:1:2.1:t2,2.1:t2,t2
,,1,edge:1:component:9.2:terminal:9.2:t1,,9.2,,,,,,,,,,,HAS_TERMINAL,top,,component:1:9.2,terminal:1:9.2:t1,9.2:t1,t1
,,1,edge:1:component:26.1:terminal:26.1:t1,,26.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:1:26.1,terminal:1:26.1:t1,26.1:t1,t1
,,1,edge:1:component:26.2:terminal:26.2:t1,,26.2,,,,,,,,,,,HAS_TERMINAL,right,,component:1:26.2,terminal:1:26.2:t1,26.2:t1,t1
,,1,edge:1:component:19.1:terminal:19.1:in1,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:1:19.1,terminal:1:19.1:in1,19.1:in1,in1
,,1,edge:1:component:19.1:terminal:19.1:in2,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:1:19.1,terminal:1:19.1:in2,19.1:in2,in2
,,1,edge:1:component:19.1:terminal:19.1:out,,19.1,,,,,,,,,,,HAS_TERMINAL,right,,component:1:19.1,terminal:1:19.1:out,19.1:out,out
,,1,edge:1:component:16.1:terminal:16.1:t1,,16.1,,,,,,,,,,,HAS_TERMINAL,left,,component:1:16.1,terminal:1:16.1:t1,16.1:t1,t1
,,1,edge:1:component:16.1:terminal:16.1:t2,,16.1,,,,,,,,,,,HAS_TERMINAL,top,,component:1:16.1,terminal:1:16.1:t2,16.1:t2,t2
,,1,edge:1:component:16.1:terminal:16.1:t3,,16.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:1:16.1,terminal:1:16.1:t3,16.1:t3,t3
,,1,edge:1:component:16.2:terminal:16.2:t1,,16.2,,,,,,,,,,,HAS_TERMINAL,left,,component:1:16.2,terminal:1:16.2:t1,16.2:t1,t1
,,1,edge:1:component:16.2:terminal:16.2:t2,,16.2,,,,,,,,,,,HAS_TERMINAL,top,,component:1:16.2,terminal:1:16.2:t2,16.2:t2,t2
,,1,edge:1:component:16.2:terminal:16.2:t3,,16.2,,,,,,,,,,,HAS_TERMINAL,bottom,,component:1:16.2,terminal:1:16.2:t3,16.2:t3,t3
,,1,edge:1:component:22.1:terminal:22.1:t1,,22.1,,,,,,,,,,,HAS_TERMINAL,top,,component:1:22.1,terminal:1:22.1:t1,22.1:t1,t1
,,1,edge:1:component:22.1:terminal:22.1:t2,,22.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:1:22.1,terminal:1:22.1:t2,22.1:t2,t2
,,1,edge:1:component:9.3:terminal:9.3:t1,,9.3,,,,,,,,,,,HAS_TERMINAL,top,,component:1:9.3,terminal:1:9.3:t1,9.3:t1,t1
,GND,1,edge:1:terminal:9.1:t1:net:N1,,,,False,ok,1.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[146, 657]",terminal:1:9.1:t1,net:1:N1,9.1:t1,
,Battery,1,edge:1:terminal:2.1:t1:net:N2,,,,False,ok,2.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[146, 513]",terminal:1:2.1:t1,net:1:N2,2.1:t1,
,Battery,1,edge:1:terminal:2.1:t2:net:N1,,,,False,ok,2.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[146, 597]",terminal:1:2.1:t2,net:1:N1,2.1:t2,
,GND,1,edge:1:terminal:9.2:t1:net:N3,,,,False,ok,1.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[466, 956]",terminal:1:9.2:t1,net:1:N3,9.2:t1,
,Terminal,1,edge:1:terminal:26.1:t1:net:N3,,,,False,ok,1.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[466, 874]",terminal:1:26.1:t1,net:1:N3,26.1:t1,
,Terminal,1,edge:1:terminal:26.2:t1:net:N5,,,,False,ok,2.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[487, 719]",terminal:1:26.2:t1,net:1:N5,26.2:t1,
,Operational_Amplifier,1,edge:1:terminal:19.1:in1:net:N2,,,,False,ok,4.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[382, 395]",terminal:1:19.1:in1,net:1:N2,19.1:in1,
,Operational_Amplifier,1,edge:1:terminal:19.1:in2:net:N4,,,,False,ok,3.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[382, 503]",terminal:1:19.1:in2,net:1:N4,19.1:in2,
,Operational_Amplifier,1,edge:1:terminal:19.1:out:net:N6,,,,False,ok,1.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[582, 449]",terminal:1:19.1:out,net:1:N6,19.1:out,
,Mosfet,1,edge:1:terminal:16.1:t1:net:N5,,,,False,ok,0.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[614, 719]",terminal:1:16.1:t1,net:1:N5,16.1:t1,
,Mosfet,1,edge:1:terminal:16.1:t2:net:N4,,,,False,ok,1.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[698, 662]",terminal:1:16.1:t2,net:1:N4,16.1:t2,
,Mosfet,1,edge:1:terminal:16.1:t3:net:N9,,,,False,ok,1.0,matched_preferred,[],N9,,9,False,CONNECTED_TO,,"[698, 779]",terminal:1:16.1:t3,net:1:N9,16.1:t3,
,Mosfet,1,edge:1:terminal:16.2:t1:net:N6,,,,False,ok,0.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[615, 449]",terminal:1:16.2:t1,net:1:N6,16.2:t1,
,Mosfet,1,edge:1:terminal:16.2:t2:net:N8,,,,False,ok,1.0,matched_preferred,[],N8,,8,False,CONNECTED_TO,,"[698, 393]",terminal:1:16.2:t2,net:1:N8,16.2:t2,
,Mosfet,1,edge:1:terminal:16.2:t3:net:N4,,,,False,ok,1.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[698, 509]",terminal:1:16.2:t3,net:1:N4,16.2:t3,
,Resistor,1,edge:1:terminal:22.1:t1:net:N7,,,,False,ok,1.0,matched_preferred,[],N7,,7,False,CONNECTED_TO,,"[698, 147]",terminal:1:22.1:t1,net:1:N7,22.1:t1,
,Resistor,1,edge:1:terminal:22.1:t2:net:N8,,,,False,ok,1.0,matched_preferred,[],N8,,8,False,CONNECTED_TO,,"[698, 263]",terminal:1:22.1:t2,net:1:N8,22.1:t2,
,GND,1,edge:1:terminal:9.3:t1:net:N9,,,,False,ok,1.0,matched_preferred,[],N9,,9,False,CONNECTED_TO,,"[698, 957]",terminal:1:9.3:t1,net:1:N9,9.3:t1,
NPN_Transistor,,2,edge:2:diagram_to_component:18.1,,18.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:18.1,,
Resistor,,2,edge:2:diagram_to_component:22.1,,22.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:22.1,,
NPN_Transistor,,2,edge:2:diagram_to_component:18.2,,18.2,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:18.2,,
Resistor,,2,edge:2:diagram_to_component:22.2,,22.2,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:22.2,,
GND,,2,edge:2:diagram_to_component:9.1,,9.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:9.1,,
Resistor,,2,edge:2:diagram_to_component:22.3,,22.3,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:22.3,,
Voltage_Source,,2,edge:2:diagram_to_component:31.1,,31.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:31.1,,
Operational_Amplifier,,2,edge:2:diagram_to_component:19.1,,19.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:19.1,,
Terminal,,2,edge:2:diagram_to_component:26.1,,26.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:26.1,,
Terminal,,2,edge:2:diagram_to_component:26.2,,26.2,,,,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:26.2,,
,,2,edge:2:diagram_to_net:N1,,,False,,,,,,N1,,1,,HAS_NET,,,diagram:2,net:2:N1,,
,,2,edge:2:diagram_to_net:N2,,,False,,,,,,N2,,2,,HAS_NET,,,diagram:2,net:2:N2,,
,,2,edge:2:diagram_to_net:N3,,,False,,,,,,N3,,3,,HAS_NET,,,diagram:2,net:2:N3,,
,,2,edge:2:diagram_to_net:N4,,,False,,,,,,N4,,4,,HAS_NET,,,diagram:2,net:2:N4,,
,,2,edge:2:diagram_to_net:N5,,,False,,,,,,N5,,5,,HAS_NET,,,diagram:2,net:2:N5,,
,,2,edge:2:diagram_to_net:N6,,,False,,,,,,N6,,6,,HAS_NET,,,diagram:2,net:2:N6,,
,,2,edge:2:diagram_to_net:N7,missing_terminal_symbol,,True,,,,,,N7,,7,,HAS_NET,,,diagram:2,net:2:N7,,
,,2,edge:2:component:18.1:terminal:18.1:t1,,18.1,,,,,,,,,,,HAS_TERMINAL,left,,component:2:18.1,terminal:2:18.1:t1,18.1:t1,t1
,,2,edge:2:component:18.1:terminal:18.1:t2,,18.1,,,,,,,,,,,HAS_TERMINAL,top,,component:2:18.1,terminal:2:18.1:t2,18.1:t2,t2
,,2,edge:2:component:18.1:terminal:18.1:t3,,18.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:2:18.1,terminal:2:18.1:t3,18.1:t3,t3
,,2,edge:2:component:22.1:terminal:22.1:t1,,22.1,,,,,,,,,,,HAS_TERMINAL,top,,component:2:22.1,terminal:2:22.1:t1,22.1:t1,t1
,,2,edge:2:component:22.1:terminal:22.1:t2,,22.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:2:22.1,terminal:2:22.1:t2,22.1:t2,t2
,,2,edge:2:component:18.2:terminal:18.2:t1,,18.2,,,,,,,,,,,HAS_TERMINAL,left,,component:2:18.2,terminal:2:18.2:t1,18.2:t1,t1
,,2,edge:2:component:18.2:terminal:18.2:t2,,18.2,,,,,,,,,,,HAS_TERMINAL,top,,component:2:18.2,terminal:2:18.2:t2,18.2:t2,t2
,,2,edge:2:component:18.2:terminal:18.2:t3,,18.2,,,,,,,,,,,HAS_TERMINAL,bottom,,component:2:18.2,terminal:2:18.2:t3,18.2:t3,t3
,,2,edge:2:component:22.2:terminal:22.2:t1,,22.2,,,,,,,,,,,HAS_TERMINAL,top,,component:2:22.2,terminal:2:22.2:t1,22.2:t1,t1
,,2,edge:2:component:22.2:terminal:22.2:t2,,22.2,,,,,,,,,,,HAS_TERMINAL,bottom,,component:2:22.2,terminal:2:22.2:t2,22.2:t2,t2
,,2,edge:2:component:9.1:terminal:9.1:t1,,9.1,,,,,,,,,,,HAS_TERMINAL,top,,component:2:9.1,terminal:2:9.1:t1,9.1:t1,t1
,,2,edge:2:component:22.3:terminal:22.3:t1,,22.3,,,,,,,,,,,HAS_TERMINAL,top,,component:2:22.3,terminal:2:22.3:t1,22.3:t1,t1
,,2,edge:2:component:22.3:terminal:22.3:t2,,22.3,,,,,,,,,,,HAS_TERMINAL,bottom,,component:2:22.3,terminal:2:22.3:t2,22.3:t2,t2
,,2,edge:2:component:31.1:terminal:31.1:t1,,31.1,,,,,,,,,,,HAS_TERMINAL,left,,component:2:31.1,terminal:2:31.1:t1,31.1:t1,t1
,,2,edge:2:component:31.1:terminal:31.1:t2,,31.1,,,,,,,,,,,HAS_TERMINAL,right,,component:2:31.1,terminal:2:31.1:t2,31.1:t2,t2
,,2,edge:2:component:19.1:terminal:19.1:in1,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:2:19.1,terminal:2:19.1:in1,19.1:in1,in1
,,2,edge:2:component:19.1:terminal:19.1:in2,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:2:19.1,terminal:2:19.1:in2,19.1:in2,in2
,,2,edge:2:component:19.1:terminal:19.1:out,,19.1,,,,,,,,,,,HAS_TERMINAL,right,,component:2:19.1,terminal:2:19.1:out,19.1:out,out
,,2,edge:2:component:19.1:terminal:19.1:aux1,,19.1,,,,,,,,,,,HAS_TERMINAL,top,,component:2:19.1,terminal:2:19.1:aux1,19.1:aux1,aux1
,,2,edge:2:component:19.1:terminal:19.1:aux2,,19.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:2:19.1,terminal:2:19.1:aux2,19.1:aux2,aux2
,,2,edge:2:component:26.1:terminal:26.1:t1,,26.1,,,,,,,,,,,HAS_TERMINAL,left,,component:2:26.1,terminal:2:26.1:t1,26.1:t1,t1
,,2,edge:2:component:26.2:terminal:26.2:t1,,26.2,,,,,,,,,,,HAS_TERMINAL,left,,component:2:26.2,terminal:2:26.2:t1,26.2:t1,t1
,NPN_Transistor,2,edge:2:terminal:18.1:t1:net:N4,,,,False,ok,0.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[74, 814]",terminal:2:18.1:t1,net:2:N4,18.1:t1,
,NPN_Transistor,2,edge:2:terminal:18.1:t2:net:N3,,,,False,ok,1.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[137, 724]",terminal:2:18.1:t2,net:2:N3,18.1:t2,
,NPN_Transistor,2,edge:2:terminal:18.1:t3:net:N4,,,,False,ok,1.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[137, 915]",terminal:2:18.1:t3,net:2:N4,18.1:t3,
,Resistor,2,edge:2:terminal:22.1:t1:net:N5,,,,False,ok,1.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[137, 86]",terminal:2:22.1:t1,net:2:N5,22.1:t1,
,Resistor,2,edge:2:terminal:22.1:t2:net:N3,,,,False,ok,1.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[137, 256]",terminal:2:22.1:t2,net:2:N3,22.1:t2,
,NPN_Transistor,2,edge:2:terminal:18.2:t1:net:N1,,,,False,ok,0.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[275, 816]",terminal:2:18.2:t1,net:2:N1,18.2:t1,
,NPN_Transistor,2,edge:2:terminal:18.2:t2:net:N2,,,,False,ok,0.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[347, 721]",terminal:2:18.2:t2,net:2:N2,18.2:t2,
,NPN_Transistor,2,edge:2:terminal:18.2:t3:net:N4,,,,False,ok,0.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[347, 911]",terminal:2:18.2:t3,net:2:N4,18.2:t3,
,Resistor,2,edge:2:terminal:22.2:t1:net:N5,,,,False,ok,0.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[347, 88]",terminal:2:22.2:t1,net:2:N5,22.2:t1,
,Resistor,2,edge:2:terminal:22.2:t2:net:N3,,,,False,ok,0.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[347, 253]",terminal:2:22.2:t2,net:2:N3,22.2:t2,
,GND,2,edge:2:terminal:9.1:t1:net:N4,,,,False,ok,1.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[347, 967]",terminal:2:9.1:t1,net:2:N4,9.1:t1,
,Resistor,2,edge:2:terminal:22.3:t1:net:N3,,,,False,ok,1.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[347, 480]",terminal:2:22.3:t1,net:2:N3,22.3:t1,
,Resistor,2,edge:2:terminal:22.3:t2:net:N2,,,,False,ok,1.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[347, 644]",terminal:2:22.3:t2,net:2:N2,22.3:t2,
,Voltage_Source,2,edge:2:terminal:31.1:t1:net:N3,,,,False,ok,3.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[399, 299]",terminal:2:31.1:t1,net:2:N3,31.1:t1,
,Voltage_Source,2,edge:2:terminal:31.1:t2:net:N6,,,,False,ok,3.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[581, 299]",terminal:2:31.1:t2,net:2:N6,31.1:t2,
,Operational_Amplifier,2,edge:2:terminal:19.1:in1:net:N6,,,,False,ok,3.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[578, 299]",terminal:2:19.1:in1,net:2:N6,19.1:in1,
,Operational_Amplifier,2,edge:2:terminal:19.1:in2:net:N3,,,,False,ok,4.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[578, 428]",terminal:2:19.1:in2,net:2:N3,19.1:in2,
,Operational_Amplifier,2,edge:2:terminal:19.1:out:net:N5,,,,False,ok,3.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[834, 364]",terminal:2:19.1:out,net:2:N5,19.1:out,
,Operational_Amplifier,2,edge:2:terminal:19.1:aux1:net:N7,,,,False,ok,2.828,matched_implicit_supply,[],N7,missing_terminal_symbol,7,True,CONNECTED_TO,,"[711, 304]",terminal:2:19.1:aux1,net:2:N7,19.1:aux1,
,Operational_Amplifier,2,edge:2:terminal:19.1:aux2:net:N4,,,,False,ok,68.066,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[714, 486]",terminal:2:19.1:aux2,net:2:N4,19.1:aux2,
,Terminal,2,edge:2:terminal:26.1:t1:net:N5,,,,False,ok,5.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[911, 364]",terminal:2:26.1:t1,net:2:N5,26.1:t1,
,Terminal,2,edge:2:terminal:26.2:t1:net:N4,,,,False,ok,0.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[909, 944]",terminal:2:26.2:t1,net:2:N4,26.2:t1,
GND,,3,edge:3:diagram_to_component:9.1,,9.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:9.1,,
NPN_Transistor,,3,edge:3:diagram_to_component:18.1,,18.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:18.1,,
Resistor,,3,edge:3:diagram_to_component:22.1,,22.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:22.1,,
Resistor,,3,edge:3:diagram_to_component:22.2,,22.2,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:22.2,,
GND,,3,edge:3:diagram_to_component:9.2,,9.2,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:9.2,,
Resistor,,3,edge:3:diagram_to_component:22.3,,22.3,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:22.3,,
GND,,3,edge:3:diagram_to_component:9.3,,9.3,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:9.3,,
NPN_Transistor,,3,edge:3:diagram_to_component:18.2,,18.2,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:18.2,,
GND,,3,edge:3:diagram_to_component:9.4,,9.4,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:9.4,,
Voltage_Source,,3,edge:3:diagram_to_component:31.1,,31.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:31.1,,
Operational_Amplifier,,3,edge:3:diagram_to_component:19.1,,19.1,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:19.1,,
GND,,3,edge:3:diagram_to_component:9.5,,9.5,,,,,,,,,,,HAS_COMPONENT,,,diagram:3,component:3:9.5,,
,,3,edge:3:diagram_to_net:N1,,,False,,,,,,N1,,1,,HAS_NET,,,diagram:3,net:3:N1,,
,,3,edge:3:diagram_to_net:N2,,,False,,,,,,N2,,2,,HAS_NET,,,diagram:3,net:3:N2,,
,,3,edge:3:diagram_to_net:N3,,,False,,,,,,N3,,3,,HAS_NET,,,diagram:3,net:3:N3,,
,,3,edge:3:diagram_to_net:N4,,,False,,,,,,N4,,4,,HAS_NET,,,diagram:3,net:3:N4,,
,,3,edge:3:diagram_to_net:N5,,,False,,,,,,N5,,5,,HAS_NET,,,diagram:3,net:3:N5,,
,,3,edge:3:diagram_to_net:N6,,,False,,,,,,N6,,6,,HAS_NET,,,diagram:3,net:3:N6,,
,,3,edge:3:diagram_to_net:N7,,,False,,,,,,N7,,7,,HAS_NET,,,diagram:3,net:3:N7,,
,,3,edge:3:diagram_to_net:N8,,,False,,,,,,N8,,8,,HAS_NET,,,diagram:3,net:3:N8,,
,,3,edge:3:diagram_to_net:N9,,,False,,,,,,N9,,9,,HAS_NET,,,diagram:3,net:3:N9,,
,,3,edge:3:component:9.1:terminal:9.1:t1,,9.1,,,,,,,,,,,HAS_TERMINAL,top,,component:3:9.1,terminal:3:9.1:t1,9.1:t1,t1
,,3,edge:3:component:18.1:terminal:18.1:t1,,18.1,,,,,,,,,,,HAS_TERMINAL,left,,component:3:18.1,terminal:3:18.1:t1,18.1:t1,t1
,,3,edge:3:component:18.1:terminal:18.1:t2,,18.1,,,,,,,,,,,HAS_TERMINAL,top,,component:3:18.1,terminal:3:18.1:t2,18.1:t2,t2
,,3,edge:3:component:18.1:terminal:18.1:t3,,18.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:3:18.1,terminal:3:18.1:t3,18.1:t3,t3
,,3,edge:3:component:22.1:terminal:22.1:t1,,22.1,,,,,,,,,,,HAS_TERMINAL,top,,component:3:22.1,terminal:3:22.1:t1,22.1:t1,t1
,,3,edge:3:component:22.1:terminal:22.1:t2,,22.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:3:22.1,terminal:3:22.1:t2,22.1:t2,t2
,,3,edge:3:component:22.2:terminal:22.2:t1,,22.2,,,,,,,,,,,HAS_TERMINAL,top,,component:3:22.2,terminal:3:22.2:t1,22.2:t1,t1
,,3,edge:3:component:22.2:terminal:22.2:t2,,22.2,,,,,,,,,,,HAS_TERMINAL,bottom,,component:3:22.2,terminal:3:22.2:t2,22.2:t2,t2
,,3,edge:3:component:9.2:terminal:9.2:t1,,9.2,,,,,,,,,,,HAS_TERMINAL,top,,component:3:9.2,terminal:3:9.2:t1,9.2:t1,t1
,,3,edge:3:component:22.3:terminal:22.3:t1,,22.3,,,,,,,,,,,HAS_TERMINAL,top,,component:3:22.3,terminal:3:22.3:t1,22.3:t1,t1
,,3,edge:3:component:22.3:terminal:22.3:t2,,22.3,,,,,,,,,,,HAS_TERMINAL,bottom,,component:3:22.3,terminal:3:22.3:t2,22.3:t2,t2
,,3,edge:3:component:9.3:terminal:9.3:t1,,9.3,,,,,,,,,,,HAS_TERMINAL,top,,component:3:9.3,terminal:3:9.3:t1,9.3:t1,t1
,,3,edge:3:component:18.2:terminal:18.2:t1,,18.2,,,,,,,,,,,HAS_TERMINAL,right,,component:3:18.2,terminal:3:18.2:t1,18.2:t1,t1
,,3,edge:3:component:18.2:terminal:18.2:t2,,18.2,,,,,,,,,,,HAS_TERMINAL,top,,component:3:18.2,terminal:3:18.2:t2,18.2:t2,t2
,,3,edge:3:component:18.2:terminal:18.2:t3,,18.2,,,,,,,,,,,HAS_TERMINAL,bottom,,component:3:18.2,terminal:3:18.2:t3,18.2:t3,t3
,,3,edge:3:component:9.4:terminal:9.4:t1,,9.4,,,,,,,,,,,HAS_TERMINAL,top,,component:3:9.4,terminal:3:9.4:t1,9.4:t1,t1
,,3,edge:3:component:31.1:terminal:31.1:t1,,31.1,,,,,,,,,,,HAS_TERMINAL,left,,component:3:31.1,terminal:3:31.1:t1,31.1:t1,t1
,,3,edge:3:component:31.1:terminal:31.1:t2,,31.1,,,,,,,,,,,HAS_TERMINAL,right,,component:3:31.1,terminal:3:31.1:t2,31.1:t2,t2
,,3,edge:3:component:19.1:terminal:19.1:in1,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:3:19.1,terminal:3:19.1:in1,19.1:in1,in1
,,3,edge:3:component:19.1:terminal:19.1:in2,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:3:19.1,terminal:3:19.1:in2,19.1:in2,in2
,,3,edge:3:component:19.1:terminal:19.1:out,,19.1,,,,,,,,,,,HAS_TERMINAL,right,,component:3:19.1,terminal:3:19.1:out,19.1:out,out
,,3,edge:3:component:9.5:terminal:9.5:t1,,9.5,,,,,,,,,,,HAS_TERMINAL,top,,component:3:9.5,terminal:3:9.5:t1,9.5:t1,t1
,GND,3,edge:3:terminal:9.1:t1:net:N1,,,,False,ok,0.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[36, 941]",terminal:3:9.1:t1,net:3:N1,9.1:t1,
,NPN_Transistor,3,edge:3:terminal:18.1:t1:net:N1,,,,False,ok,0.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[88, 785]",terminal:3:18.1:t1,net:3:N1,18.1:t1,
,NPN_Transistor,3,edge:3:terminal:18.1:t2:net:N2,,,,False,ok,0.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[146, 683]",terminal:3:18.1:t2,net:3:N2,18.1:t2,
